group,representation,block_days,pairs,calendar_blocks,occupied_blocks,nmi,ari,nmi_low,nmi_high,ari_low,ari_high,delta_nmi_vs_raw_low,delta_nmi_vs_raw_high,defined_resamples
pizhou_seen,event_row_permutation,7,214524,16,16,0.047626486349004585,0.021759338706702668,0.04609997937601803,0.08962242712664724,0.017986448454621856,0.05896528572102672,-0.6166207661795376,-0.5741162890730019,2000
pizhou_seen,within_event_time_permutation,7,214524,16,16,0.5358683747512963,0.6477089664748592,0.5331664053016109,0.5749689584754653,0.6176691973656494,0.6833328198927959,-0.12176226237298825,-0.09743545310824872,2000
pizhou_seen,covariate_conditional_row_permutation,7,214524,16,16,0.5492800228266825,0.5810361363567855,0.5453499745344703,0.5792850557086952,0.5733041696977837,0.6166247950068567,-0.12083811896517994,-0.08491345377772742,2000
pizhou_seen,raw25,14,214524,9,9,0.6512547788689798,0.6735648067260539,0.6506072287159348,0.6771450895765596,0.6551137581869135,0.6983847756355162,0.0,0.0,2000
pizhou_seen,statistics9,14,214524,9,9,0.5135735452333592,0.4929593531080381,0.5089060675277816,0.54792157260568,0.48891919520082144,0.5402857136430854,-0.15508847870430081,-0.11522637992770123,2000
pizhou_seen,raw_pca6,14,214524,9,9,0.6477556182062351,0.6692459579070917,0.6470413025668124,0.6751499352283138,0.652771421559973,0.6940635193265144,-0.004507784099439383,-0.0015746927548455224,2000
pizhou_seen,gaf_pca6,14,214524,9,9,0.2749482678231954,0.24785341779955025,0.2708466535851264,0.3211235018698364,0.24287113897060542,0.28882136820189414,-0.385225598248743,-0.34496560152545747,2000
pizhou_seen,gaf_signed_pca6,14,214524,9,9,0.2768905177186201,0.25059479110025495,0.27224115082056455,0.3246783898447258,0.24606941828002707,0.29094401570406614,-0.38364121727459727,-0.3426429097001291,2000
pizhou_seen,event_row_permutation,14,214524,9,9,0.047626486349004585,0.021759338706702668,0.04760156649541433,0.08664252179722226,0.017361469501369176,0.05718961147465986,-0.6122590999312008,-0.5759133863722863,2000
pizhou_seen,within_event_time_permutation,14,214524,9,9,0.5358683747512963,0.6477089664748592,0.533756463793073,0.5694057900662268,0.6149482427951458,0.6839652058578494,-0.12213832030647104,-0.09752196279838286,2000
pizhou_seen,covariate_conditional_row_permutation,14,214524,9,9,0.5492800228266825,0.5810361363567855,0.5455399890987178,0.5776867907595219,0.5710347127619202,0.6119390024287095,-0.12118019479373282,-0.08348245132824701,2000
pizhou_unseen,raw25,3,60046,35,34,0.6817104513080262,0.6836589004863767,0.6723510983912886,0.7246404199660069,0.6679938332645678,0.7277992779939959,0.0,0.0,2000
pizhou_unseen,statistics9,3,60046,35,34,0.5368002405810378,0.5091762163435732,0.5228237336433351,0.5798226317402971,0.4937325117433789,0.560650530381619,-0.17662043431333949,-0.11748727598496533,2000
pizhou_unseen,raw_pca6,3,60046,35,34,0.6769297476332554,0.6788300999143878,0.66810003612416,0.7198419763400447,0.66353692714096,0.7230726837599952,-0.008255891212044602,-0.0012314241627475425,2000
pizhou_unseen,gaf_pca6,3,60046,35,34,0.31280761646572314,0.2680367942394844,0.30545355053854784,0.3781097378868202,0.2567036517302211,0.3233426596418397,-0.3929401182449049,-0.31638309279352167,2000
pizhou_unseen,gaf_signed_pca6,3,60046,35,34,0.3157571924391848,0.2735806264960654,0.30814941725082906,0.38124971659987433,0.2636238066836775,0.3278086983590529,-0.38878660246747543,-0.3143364092985767,2000
pizhou_unseen,event_row_permutation,3,60046,35,34,0.10153908021294468,0.051327963807290815,0.08770408834926012,0.15077632699408627,0.03745885844141956,0.09015718746382345,-0.610531689973387,-0.5490557909174072,2000
pizhou_unseen,within_event_time_permutation,3,60046,35,34,0.5715444469994041,0.6514511402010892,0.56312603403612,0.6197218330844819,0.6244747869367085,0.6992833041175653,-0.12122474159937473,-0.09140863141643073,2000
pizhou_unseen,covariate_conditional_row_permutation,3,60046,35,34,0.6009113618922565,0.6269839464995245,0.5900366913390415,0.641222535012871,0.6133276272997149,0.6645791373509986,-0.10440699765231551,-0.061715100228118144,2000
pizhou_unseen,raw25,7,60046,16,16,0.6817104513080262,0.6836589004863767,0.673817411081208,0.7282901221160375,0.6704055305788577,0.7301910882687309,0.0,0.0,2000
pizhou_unseen,statistics9,7,60046,16,16,0.5368002405810378,0.5091762163435732,0.5239623419474776,0.5740646070419329,0.4908493009270126,0.555119067152967,-0.17718948960925734,-0.12549709065775255,2000
pizhou_unseen,raw_pca6,7,60046,16,16,0.6769297476332554,0.6788300999143878,0.6685297521088697,0.7232880273609538,0.6648531641435467,0.7264415297873125,-0.008618203635360403,-0.0014103122196615359,2000
pizhou_unseen,gaf_pca6,7,60046,16,16,0.31280761646572314,0.2680367942394844,0.30337721618934077,0.3833967556220724,0.25623171213608864,0.32834957139031895,-0.39408965950543756,-0.3148222796048272,2000
pizhou_unseen,gaf_signed_pca6,7,60046,16,16,0.3157571924391848,0.2735806264960654,0.3063247134658598,0.3875817290398224,0.2642597107866548,0.33331222089132684,-0.389904692174706,-0.3113825376243521,2000
pizhou_unseen,event_row_permutation,7,60046,16,16,0.10153908021294468,0.051327963807290815,0.08650268825216315,0.15368409353025858,0.038542948159648226,0.09343916058999008,-0.6091505480966676,-0.5522044738132186,2000
pizhou_unseen,within_event_time_permutation,7,60046,16,16,0.5715444469994041,0.6514511402010892,0.563760134357827,0.623199362107809,0.6282895632310183,0.6973743488454859,-0.12101807036544941,-0.08923501449474634,2000
pizhou_unseen,covariate_conditional_row_permutation,7,60046,16,16,0.6009113618922565,0.6269839464995245,0.5910754181577436,0.6439729143974383,0.6155038780896891,0.6648693091889261,-0.10584148189867637,-0.060206747699087806,2000
pizhou_unseen,raw25,14,60046,9,9,0.6817104513080262,0.6836589004863767,0.6759374741452504,0.7231970916742632,0.6658444718650106,0.7305991804337238,0.0,0.0,2000
pizhou_unseen,statistics9,14,60046,9,9,0.5368002405810378,0.5091762163435732,0.5207360506140202,0.5863951295653397,0.488939676376826,0.5678132320105054,-0.17554914222453583,-0.11897221196680834,2000
pizhou_unseen,raw_pca6,14,60046,9,9,0.6769297476332554,0.6788300999143878,0.6704796765129515,0.7206142740838967,0.6594267590273631,0.7260299906208566,-0.008522352614018855,-0.001506255033193793,2000
pizhou_unseen,gaf_pca6,14,60046,9,9,0.31280761646572314,0.2680367942394844,0.30328534398736656,0.39737831886609637,0.25634187215258464,0.33351232285154636,-0.3908819263518646,-0.3048881797703566,2000
pizhou_unseen,gaf_signed_pca6,14,60046,9,9,0.3157571924391848,0.2735806264960654,0.30638732621381193,0.3990493177068362,0.26245576325251296,0.33804609756443027,-0.3884683666708317,-0.30266816071381525,2000
pizhou_unseen,event_row_permutation,14,60046,9,9,0.10153908021294468,0.051327963807290815,0.0878412157889992,0.17537802239812536,0.037629187948580174,0.09897970094436018,-0.605197845829303,-0.5379865001622954,2000
pizhou_unseen,within_event_time_permutation,14,60046,9,9,0.5715444469994041,0.6514511402010892,0.5636281808125368,0.6255234634633958,0.6183839455998464,0.7024496357566383,-0.12004104160147529,-0.08400928443281251,2000
pizhou_unseen,covariate_conditional_row_permutation,14,60046,9,9,0.6009113618922565,0.6269839464995245,0.591107035336757,0.6517013032950403,0.6115603787527647,0.668210237867033,-0.10490688033948226,-0.05401075702478565,2000
