site,model,training,seed,price_case,shortfall_price,surplus_price,tail_premium,storage_fraction,duration_h,reserve,nameplate_mw,power_mw,energy_mwh,calendar_h,observed_h,operating_cny_per_installed_mw,capital_cny_per_installed_mw,total_cny_per_installed_mw,shortfall_mwh,surplus_mwh,throughput_mwh,tail_mwh,inventory_draw_mwh,initial_soc_mwh,terminal_soc_mwh
pizhou,tcn,mse,42,base,300.0,80.0,0.0,0.0,0.0,0.0,87.45,0.0,0.0,2496.0,1774.5,25607.782120773074,0.0,25607.782120773074,65.97610971855748,72.68686506507285,0.0,16.98848211717221,0.0,0.0,0.0
pizhou,tcn,mse,42,base,300.0,80.0,0.0,0.05,1.0,0.0,87.45,4.3725000000000005,4.3725000000000005,2496.0,1774.5,22186.23460926552,3491.7324514409534,25677.967060706473,55.75270120991723,61.57759174521839,21.332681828494607,15.006669338869777,0.0029995365350525415,0.025,0.02200046346494746
pizhou,tcn,mse,42,base,300.0,80.0,0.0,0.05,2.0,0.0,87.45,4.3725000000000005,8.745000000000001,2496.0,1774.5,20409.192744997206,6140.632931844435,26549.82567684164,50.466001754749264,55.81032785254306,32.3866451763384,13.05212693962706,-0.017000463464947456,0.05,0.06700046346494747
pizhou,tcn,mse,42,base,300.0,80.0,0.0,0.05,4.0,0.0,87.45,4.3725000000000005,17.490000000000002,2496.0,1774.5,18704.887991269858,11438.433892651401,30143.32188392126,45.41791666527227,50.281575959430604,42.963482158928585,11.695220015569557,-0.05700046346494747,0.1,0.15700046346494748
pizhou,tcn,mse,42,base,300.0,80.0,0.0,0.1,1.0,0.0,87.45,8.745000000000001,8.745000000000001,2496.0,1774.5,19695.63269457019,6983.464902881907,26679.0975974521,48.33458861711015,53.49357444206596,36.83481172445414,13.323901801834902,-0.017000463464947456,0.05,0.06700046346494747
pizhou,tcn,mse,42,base,300.0,80.0,0.0,0.1,2.0,0.0,87.45,8.745000000000001,17.490000000000002,2496.0,1774.5,16876.088069926573,12281.26586368887,29157.353933615446,39.95526754957161,44.34391387714734,54.36379335691151,10.018080331989498,-0.05700046346494747,0.1,0.15700046346494748
pizhou,tcn,mse,42,base,300.0,80.0,0.0,0.1,4.0,0.0,87.45,8.745000000000001,34.980000000000004,2496.0,1774.5,14272.860413608676,22876.867785302802,37149.72819891147,32.26478341946784,35.90128623097688,70.4969051331864,8.033728856198815,-0.13700046346494746,0.2,0.3370004634649475
pizhou,tcn,mse,42,base,300.0,80.0,0.0,0.2,1.0,0.0,87.45,17.490000000000002,17.490000000000002,2496.0,1774.5,16216.14304396375,13966.929805763813,30183.072849727567,37.98400318630603,42.20123522142393,58.477736375900314,10.530195151081116,-0.05700046346494747,0.1,0.15700046346494748
pizhou,tcn,mse,42,base,300.0,80.0,0.0,0.2,2.0,0.0,87.45,17.490000000000002,34.980000000000004,2496.0,1774.5,12306.603880608704,24562.53172737774,36869.13560798644,26.39154961959786,29.51733644850954,82.75408871552278,5.519175203106966,-0.13700046346494746,0.2,0.3370004634649475
pizhou,tcn,mse,42,base,300.0,80.0,0.0,0.2,4.0,0.0,87.45,17.490000000000002,69.96000000000001,2496.0,1774.5,9352.14779433838,45753.735570605604,55105.883364943984,17.61924734391957,19.930753793541122,101.11297364616975,3.7299758724674232,-0.1863701782500877,0.4,0.5863701782500877
pizhou,tcn,mse,42,base,300.0,80.0,1000.0,0.0,0.0,0.0,87.45,0.0,0.0,2496.0,1774.5,42596.26423794529,0.0,42596.26423794529,65.97610971855748,72.68686506507285,0.0,16.98848211717221,0.0,0.0,0.0
pizhou,tcn,mse,42,base,300.0,80.0,1000.0,0.05,1.0,0.0,87.45,4.3725000000000005,4.3725000000000005,2496.0,1774.5,37192.903948135296,3491.7324514409534,40684.636399576244,55.75270120991723,61.57759174521839,21.332681828494607,15.006669338869777,0.0029995365350525415,0.025,0.02200046346494746
pizhou,tcn,mse,42,base,300.0,80.0,1000.0,0.05,2.0,0.0,87.45,4.3725000000000005,8.745000000000001,2496.0,1774.5,33461.319684624264,6140.632931844435,39601.9526164687,50.466001754749264,55.81032785254306,32.3866451763384,13.05212693962706,-0.017000463464947456,0.05,0.06700046346494747
pizhou,tcn,mse,42,base,300.0,80.0,1000.0,0.05,4.0,0.0,87.45,4.3725000000000005,17.490000000000002,2496.0,1774.5,30400.108006839415,11438.433892651401,41838.54189949082,45.41791666527227,50.281575959430604,42.963482158928585,11.695220015569557,-0.05700046346494747,0.1,0.15700046346494748
pizhou,tcn,mse,42,base,300.0,80.0,1000.0,0.1,1.0,0.0,87.45,8.745000000000001,8.745000000000001,2496.0,1774.5,33019.53449640509,6983.464902881907,40002.999399287,48.33458861711015,53.49357444206596,36.83481172445414,13.323901801834902,-0.017000463464947456,0.05,0.06700046346494747
pizhou,tcn,mse,42,base,300.0,80.0,1000.0,0.1,2.0,0.0,87.45,8.745000000000001,17.490000000000002,2496.0,1774.5,26894.16840191607,12281.26586368887,39175.43426560495,39.95526754957161,44.34391387714734,54.36379335691151,10.018080331989498,-0.05700046346494747,0.1,0.15700046346494748
pizhou,tcn,mse,42,base,300.0,80.0,1000.0,0.1,4.0,0.0,87.45,8.745000000000001,34.980000000000004,2496.0,1774.5,22306.58926980749,22876.867785302802,45183.45705511029,32.26478341946784,35.90128623097688,70.4969051331864,8.033728856198815,-0.13700046346494746,0.2,0.3370004634649475
pizhou,tcn,mse,42,base,300.0,80.0,1000.0,0.2,1.0,0.0,87.45,17.490000000000002,17.490000000000002,2496.0,1774.5,26746.338195044864,13966.929805763813,40713.26800080868,37.98400318630603,42.20123522142393,58.477736375900314,10.530195151081116,-0.05700046346494747,0.1,0.15700046346494748
pizhou,tcn,mse,42,base,300.0,80.0,1000.0,0.2,2.0,0.0,87.45,17.490000000000002,34.980000000000004,2496.0,1774.5,17825.779083715668,24562.53172737774,42388.310811093404,26.39154961959786,29.51733644850954,82.75408871552278,5.519175203106966,-0.13700046346494746,0.2,0.3370004634649475
pizhou,tcn,mse,42,base,300.0,80.0,1000.0,0.2,4.0,0.0,87.45,17.490000000000002,69.96000000000001,2496.0,1774.5,13082.123666805803,45753.735570605604,58835.85923741141,17.61924734391957,19.930753793541122,101.11297364616975,3.7299758724674232,-0.1863701782500877,0.4,0.5863701782500877
pizhou,tcn,mse,42,base,300.0,80.0,5000.0,0.0,0.0,0.0,87.45,0.0,0.0,2496.0,1774.5,110550.19270663413,0.0,110550.19270663413,65.97610971855748,72.68686506507285,0.0,16.98848211717221,0.0,0.0,0.0
pizhou,tcn,mse,42,base,300.0,80.0,5000.0,0.05,1.0,0.0,87.45,4.3725000000000005,4.3725000000000005,2496.0,1774.5,97219.58130361441,3491.7324514409534,100711.31375505537,55.75270120991723,61.57759174521839,21.332681828494607,15.006669338869777,0.0029995365350525415,0.025,0.02200046346494746
