site,model,price_case,tail_premium,storage_fraction,duration_h,mean_difference,sd_difference,seeds,better_seeds,better_fraction
yandun,timesnet,base,1000.0,0.05,1.0,4187.181239632952,1802.3979350950704,3,0,0.0
yandun,timesnet,base,1000.0,0.05,2.0,4054.730714463505,1738.7397483082339,3,0,0.0
yandun,timesnet,base,1000.0,0.05,4.0,3641.8194116305917,1500.799843764989,3,0,0.0
yandun,timesnet,base,1000.0,0.1,1.0,4257.948900367343,1811.6857499131575,3,0,0.0
yandun,timesnet,base,1000.0,0.1,2.0,3938.3910459140457,1505.209044543306,3,0,0.0
yandun,timesnet,base,1000.0,0.1,4.0,3304.239805804568,1286.880334409677,3,0,0.0
yandun,timesnet,base,1000.0,0.2,1.0,4254.06599104911,1616.3042531602905,3,0,0.0
yandun,timesnet,base,1000.0,0.2,2.0,3649.5561645783732,1137.854393186556,3,0,0.0
yandun,timesnet,base,1000.0,0.2,4.0,2614.1321140702407,1078.236605467227,3,0,0.0
yandun,timesnet,base,5000.0,0.0,0.0,11672.653907359823,6140.732650256523,3,0,0.0
yandun,timesnet,base,5000.0,0.05,1.0,12095.993668203964,6232.105017308167,3,0,0.0
yandun,timesnet,base,5000.0,0.05,2.0,11378.842019812642,5872.266975235403,3,0,0.0
yandun,timesnet,base,5000.0,0.05,4.0,10552.814936960678,5838.95466213112,3,0,0.0
yandun,timesnet,base,5000.0,0.1,1.0,12157.923682204453,6368.978521148703,3,0,0.0
yandun,timesnet,base,5000.0,0.1,2.0,11260.513565562833,5486.076064382455,3,0,0.0
yandun,timesnet,base,5000.0,0.1,4.0,8333.802859545356,3971.254642720215,3,0,0.0
yandun,timesnet,base,5000.0,0.2,1.0,12210.754572426189,5690.6418856250775,3,0,0.0
yandun,timesnet,base,5000.0,0.2,2.0,10933.210083714866,5801.441792958601,3,0,0.0
yandun,timesnet,base,5000.0,0.2,4.0,6184.704703496202,3122.23319059166,3,0,0.0
yandun,timesnet,high,0.0,0.0,0.0,3965.6995685982074,1555.8807975144018,3,0,0.0
yandun,timesnet,high,0.0,0.05,1.0,4455.352890672509,1602.1580329497588,3,0,0.0
yandun,timesnet,high,0.0,0.05,2.0,4497.212086567045,1599.2529622504408,3,0,0.0
yandun,timesnet,high,0.0,0.05,4.0,4310.241354192133,1488.7920980135796,3,0,0.0
yandun,timesnet,high,0.0,0.1,1.0,4612.6800857551925,1541.508324022372,3,0,0.0
yandun,timesnet,high,0.0,0.1,2.0,4501.339661594301,1413.890812209308,3,0,0.0
yandun,timesnet,high,0.0,0.1,4.0,4092.053533519776,1344.699988833299,3,0,0.0
yandun,timesnet,high,0.0,0.2,1.0,4573.742610070315,1486.7426771067421,3,0,0.0
yandun,timesnet,high,0.0,0.2,2.0,4295.207915099443,1307.1902193652436,3,0,0.0
yandun,timesnet,high,0.0,0.2,4.0,3387.197542454265,1401.9920226287607,3,0,0.0
yandun,timesnet,high,1000.0,0.0,0.0,5903.660393210349,2544.8273489226576,3,0,0.0
yandun,timesnet,high,1000.0,0.05,1.0,6432.555997815262,2556.8499734646693,3,0,0.0
yandun,timesnet,high,1000.0,0.05,2.0,6322.5480535772285,2491.0933455546087,3,0,0.0
yandun,timesnet,high,1000.0,0.05,4.0,5808.168942434871,2206.8568603955764,3,0,0.0
yandun,timesnet,high,1000.0,0.1,1.0,6587.673781214471,2536.197514954419,3,0,0.0
yandun,timesnet,high,1000.0,0.1,2.0,6208.421362000212,2150.025612991175,3,0,0.0
yandun,timesnet,high,1000.0,0.1,4.0,5349.444296954971,1919.1553701293712,3,0,0.0
yandun,timesnet,high,1000.0,0.2,1.0,6562.91475541459,2286.4521788059124,3,0,0.0
yandun,timesnet,high,1000.0,0.2,2.0,5802.3839640561555,1685.5331469813393,3,0,0.0
yandun,timesnet,high,1000.0,0.2,4.0,4279.840689810757,1717.442341841632,3,0,0.0
yandun,timesnet,high,5000.0,0.0,0.0,13655.503691658916,6831.289651642147,3,0,0.0
yandun,timesnet,high,5000.0,0.05,1.0,14341.368426386283,6897.234643165934,3,0,0.0
yandun,timesnet,high,5000.0,0.05,2.0,14062.172759274146,6940.11944758114,3,0,0.0
yandun,timesnet,high,5000.0,0.05,4.0,13003.03029555466,6692.7599911470425,3,0,0.0
yandun,timesnet,high,5000.0,0.1,1.0,14487.648563051584,7013.437875813803,3,0,0.0
yandun,timesnet,high,5000.0,0.1,2.0,13701.369648924358,6229.549101412157,3,0,0.0
yandun,timesnet,high,5000.0,0.1,4.0,10379.007350695741,4532.332165996315,3,0,0.0
yandun,timesnet,high,5000.0,0.2,1.0,14519.603336791666,6232.460978011371,3,0,0.0
yandun,timesnet,high,5000.0,0.2,2.0,11831.088159883031,4226.325648379752,3,0,0.0
yandun,timesnet,high,5000.0,0.2,4.0,7850.413279236724,3584.1053403451806,3,0,0.0
yandun,timesnet,low,0.0,0.0,0.0,991.4248921495519,388.97019937859994,3,0,0.0
yandun,timesnet,low,0.0,0.05,1.0,1087.290753399038,398.0175485839765,3,0,0.0
yandun,timesnet,low,0.0,0.05,2.0,1095.4860778964637,397.4457845762126,3,0,0.0
yandun,timesnet,low,0.0,0.05,4.0,1060.7170579857102,376.5403965757903,3,0,0.0
yandun,timesnet,low,0.0,0.1,1.0,1118.0927644845021,386.05383277731573,3,0,0.0
yandun,timesnet,low,0.0,0.1,2.0,1096.294187465053,361.07940351280155,3,0,0.0
yandun,timesnet,low,0.0,0.1,4.0,1024.2467967941732,352.95769251824254,3,0,0.0
yandun,timesnet,low,0.0,0.2,1.0,1110.4694635221015,375.301134869463,3,0,0.0
yandun,timesnet,low,0.0,0.2,2.0,1065.966215882762,348.727661601007,3,0,0.0
yandun,timesnet,low,0.0,0.2,4.0,888.634678843487,366.4260930464513,3,0,0.0
yandun,timesnet,low,1000.0,0.0,0.0,2929.3857167616948,1436.6540594589926,3,0,0.0
yandun,timesnet,low,1000.0,0.05,1.0,3064.493860541792,1444.8316177263982,3,0,0.0
yandun,timesnet,low,1000.0,0.05,2.0,3006.1369591529506,1456.2316154966836,3,0,0.0
yandun,timesnet,low,1000.0,0.05,4.0,2792.611223580366,1393.1208815468735,3,0,0.0
yandun,timesnet,low,1000.0,0.1,1.0,3093.086459943781,1467.0424030678041,3,0,0.0
yandun,timesnet,low,1000.0,0.1,2.0,2931.91467633978,1313.421946381169,3,0,0.0
yandun,timesnet,low,1000.0,0.1,4.0,2281.6375602293706,985.1346355645541,3,0,0.0
yandun,timesnet,low,1000.0,0.2,1.0,3099.641608866373,1310.16524837974,3,0,0.0
yandun,timesnet,low,1000.0,0.2,2.0,2573.1422648394832,909.9652613039982,3,0,0.0
yandun,timesnet,low,1000.0,0.2,4.0,1781.2778261999763,791.7532964389497,3,0,0.0
yandun,timesnet,low,5000.0,0.0,0.0,10681.22901521027,5803.751417711405,3,0,0.0
yandun,timesnet,low,5000.0,0.05,1.0,10973.306289112807,5912.368254855655,3,0,0.0
yandun,timesnet,low,5000.0,0.05,2.0,9874.958199279601,6174.133604729526,3,0,0.0
yandun,timesnet,low,5000.0,0.05,4.0,9327.707257663691,5414.608797440834,3,0,0.0
yandun,timesnet,low,5000.0,0.1,1.0,11327.744139148048,6243.349917050337,3,0,0.0
yandun,timesnet,low,5000.0,0.1,2.0,10040.085523882066,5142.642867979698,3,0,0.0
yandun,timesnet,low,5000.0,0.1,4.0,7311.200613970145,3703.1412543176616,3,0,0.0
yandun,timesnet,low,5000.0,0.2,1.0,11056.330190243449,5437.382484918426,3,0,0.0
yandun,timesnet,low,5000.0,0.2,2.0,9742.138251482525,5543.452448073366,3,0,0.0
yandun,timesnet,low,5000.0,0.2,4.0,5351.850415625944,2925.3018159577673,3,0,0.0
