site,cutoff,method,config_a,config_b,pairs,nmi,ari,mean_iou,left_n,right_n,left_coverage,right_coverage
hill,0.3,maximum_iou,adaptive_corridor,opsda_cui2015_2h_0.025,4344,0.5549112210953894,0.6487645430970674,0.618517434453208,8032,6774,0.5408366533864541,0.6412754650132861
hill,0.5,greedy,adaptive_corridor,opsda_cui2015_2h_0.025,3804,0.5961488194022808,0.6893574839772131,0.6568299033598719,8032,6774,0.47360557768924305,0.5615589016829052
hill,0.5,maximum_iou,adaptive_corridor,opsda_cui2015_2h_0.025,3804,0.5904814829042399,0.6841399885235849,0.6568299033598719,8032,6774,0.47360557768924305,0.5615589016829052
hill,0.7,greedy,adaptive_corridor,opsda_cui2015_2h_0.025,1164,0.852839602378593,0.9066065020600894,0.9228522336769762,8032,6774,0.1449203187250996,0.17183348095659876
hill,0.7,maximum_iou,adaptive_corridor,opsda_cui2015_2h_0.025,1164,0.852839602378593,0.9066065020600894,0.9228522336769762,8032,6774,0.1449203187250996,0.17183348095659876
hill,0.3,greedy,adaptive_corridor,opsda_cui2015_4h_0.025,4861,0.5181582117337721,0.6161881931503678,0.6169965046761028,8032,9953,0.6052041832669323,0.4883954586556817
hill,0.3,maximum_iou,adaptive_corridor,opsda_cui2015_4h_0.025,4887,0.5054254618176802,0.6047261022176187,0.6148084343675763,8032,9953,0.608441235059761,0.49100773636089623
hill,0.5,greedy,adaptive_corridor,opsda_cui2015_4h_0.025,3998,0.5900518554869106,0.6830904831086596,0.6723356551458104,8032,9953,0.4977589641434263,0.4016879332864463
hill,0.5,maximum_iou,adaptive_corridor,opsda_cui2015_4h_0.025,3998,0.585518188816881,0.6785675168434938,0.6723356551458104,8032,9953,0.4977589641434263,0.4016879332864463
hill,0.7,greedy,adaptive_corridor,opsda_cui2015_4h_0.025,1404,0.8285578770051681,0.8842478261062057,0.9114071627960518,8032,9953,0.17480079681274902,0.14106299608158343
hill,0.7,maximum_iou,adaptive_corridor,opsda_cui2015_4h_0.025,1404,0.8285578770051681,0.8842478261062057,0.9114071627960518,8032,9953,0.17480079681274902,0.14106299608158343
hill,0.3,greedy,adaptive_corridor,sda_florita2013_0.025,4289,0.6045830562240071,0.69781987493435,0.6013415051827269,8032,5315,0.5339890438247012,0.8069614299153339
