step,residual_input_mw,residual_lp_mw,online_charge_mw,online_discharge_mw,online_soc_mwh,online_net_residual_mw,online_severe,lp_charge_mw,lp_discharge_mw,lp_soc_mwh,lp_net_residual_mw,lp_severe
65,-15.623468782974207,-15.623468782974207,0.0,0.0,4.010000000000001,-15.623468782974207,False,0.0,0.0,4.010000000000001,-15.623468782974207,False
66,-14.319216453993267,-14.319216453993267,0.0,0.0,4.010000000000001,-14.319216453993267,False,0.0,0.0,4.010000000000001,-14.319216453993267,False
67,-12.132305454354054,-12.132305454354054,0.0,0.0,4.010000000000001,-12.132305454354054,False,0.0,0.0,4.010000000000001,-12.132305454354054,False
68,-11.241245502379035,-11.241245502379035,0.0,0.0,4.010000000000001,-11.241245502379035,False,0.0,0.0,4.010000000000001,-11.241245502379035,False
69,-10.203360395597116,-10.203360395597116,0.0,0.0,4.010000000000001,-10.203360395597116,False,0.0,0.0,4.010000000000001,-10.203360395597116,False
70,-7.764807596107502,-7.764807596107502,0.0,0.0,4.010000000000001,-7.764807596107502,False,0.0,0.0,4.010000000000001,-7.764807596107502,False
71,-7.977268400918654,-7.977268400918654,0.0,0.0,4.010000000000001,-7.977268400918654,False,0.0,0.0,4.010000000000001,-7.977268400918654,False
72,-9.32765016981256,-9.32765016981256,0.0,0.0,4.010000000000001,-9.32765016981256,False,0.0,0.0,4.010000000000001,-9.32765016981256,False
73,-9.623497701254232,-9.623497701254232,0.0,0.0,4.010000000000001,-9.623497701254232,False,0.0,0.0,4.010000000000001,-9.623497701254232,False
74,-2.4910474425133673,-2.4910474425133673,0.0,0.0,4.010000000000001,-2.4910474425133673,False,0.0,0.0,4.010000000000001,-2.4910474425133673,False
75,27.35926317965647,27.35926317965647,20.05,0.0,4.010000000000001,7.309263179656469,False,6.741424029509581,0.0,4.010000000000001,20.61783915014689,False
76,37.51381254122376,37.51381254122376,20.05,0.0,13.625642204242006,17.463812541223756,False,20.05,0.0,7.243073387273991,17.463812541223756,False
77,37.68317659102872,37.68317659102872,20.05,0.0,23.24128440848401,17.633176591028718,False,20.05,0.0,16.858715591515995,17.633176591028718,False
78,36.15731975350272,36.15731975350272,6.741424029509579,0.0,32.856926612726014,29.41589572399314,False,20.05,0.0,26.474357795758,16.10731975350272,False
79,-0.07184261388408107,-0.07184261388408107,0.0,0.07184261388408107,36.09,0.0,False,0.0,0.0,36.09,-0.07184261388408107,False
80,-48.349225853955595,-48.349225853955595,0.0,20.05,36.052549448654084,-28.299225853955594,False,0.0,17.455198795067208,36.09,-30.894027058888387,False
81,-55.440680133708376,-55.440680133708376,0.0,20.05,25.60076444404321,-35.39068013370837,False,0.0,20.05,26.990848627492014,-35.39068013370837,False
82,-31.566061347143854,-31.566061347143854,0.0,20.05,15.148979439432338,-11.516061347143854,False,0.0,20.05,16.53906362288114,-11.516061347143854,False
83,-3.9849113120816164,-3.9849113120816164,0.0,1.3182674932647398,4.697194434821466,-2.6666438188168766,False,0.0,3.9849113120816164,6.087278618270268,0.0,False
84,19.096616254665047,19.096616254665047,19.096616254665047,0.0,4.010000000000001,0.0,False,8.555618265510063,0.0,4.010000000000001,10.540997989154985,False
85,11.193246896603352,11.193246896603352,11.193246896603352,0.0,13.168415422272872,0.0,False,11.193246896603352,0.0,8.113130377916326,0.0,False
86,2.7846318925586417,2.7846318925586417,2.7846318925586417,0.0,18.536508053768134,0.0,False,2.7846318925586417,0.0,13.481223009411588,0.0,False
87,-3.058367734865277,-3.058367734865277,0.0,3.058367734865277,19.871970594883603,0.0,False,0.0,3.058367734865277,14.816685550527056,0.0,False
88,-8.163000075805078,-8.163000075805078,0.0,8.163000075805078,18.277686204367363,0.0,False,0.0,8.163000075805078,13.222401160010817,0.0,False
89,-9.509449479627937,-9.509449479627937,0.0,9.509449479627937,14.022428259981481,0.0,False,0.0,9.509449479627937,8.967143215624935,0.0,False
90,2.1026668767705594,2.1026668767705594,2.1026668767705594,0.0,9.065285044356546,0.0,False,0.0,0.0,4.010000000000001,2.1026668767705594,False
91,28.07060701124627,28.07060701124627,20.05,0.0,10.07368865342072,8.02060701124627,False,6.741424029509581,0.0,4.010000000000001,21.32918298173669,False
92,50.31249198036335,50.31249198036335,20.05,0.0,19.689330857662725,30.262491980363347,False,20.05,0.0,7.243073387273991,30.262491980363347,False
93,48.80513711469023,48.80513711469023,14.147759163584043,0.0,29.30497306190473,34.65737795110619,False,20.05,0.0,16.858715591515995,28.755137114690232,False
94,33.93876767790696,33.93876767790696,0.0,0.0,36.09,33.93876767790696,False,20.05,0.0,26.474357795758,13.888767677906959,False
95,11.14737093991416,11.14737093991416,0.0,0.0,36.09,11.14737093991416,False,0.0,0.0,36.09,11.14737093991416,False
96,-15.292153149760082,-15.292153149760082,0.0,15.292153149760082,36.09,0.0,False,0.0,15.292153149760082,36.09,0.0,False
97,0.2719451350600866,0.2719451350600866,0.2719451350600866,0.0,28.118414115766818,0.0,False,0.0,0.0,28.118414115766818,0.2719451350600866,False
98,16.041666286885675,16.041666286885675,16.041666286885675,0.0,28.24883442090009,0.0,False,4.04977866751091,0.0,28.118414115766818,11.991887619374765,False
99,12.572126930054395,12.572126930054395,0.3082941756195424,0.0,35.94214730741101,12.263832754434853,False,12.572126930054395,0.0,30.06061973537564,0.0,False
100,-17.263046807705756,-17.263046807705756,0.0,17.263046807705756,36.09,0.0,False,0.0,3.012506686763548,36.09,-14.250540120942208,False
101,-27.17652230635632,-27.17652230635632,0.0,20.05,27.09101477512845,-7.126522306356318,False,0.0,20.05,34.5196223334162,-7.126522306356318,False
102,-28.393133616936964,-28.393133616936964,0.0,20.05,16.639229770517577,-8.343133616936964,False,0.0,20.05,24.06783732880533,-8.343133616936964,False
103,-14.486443052333035,-14.486443052333035,0.0,4.177063299443062,6.1874447659067044,-10.309379752889974,False,0.0,14.486443052333035,13.616052324194456,0.0,False
104,-3.941160368052241,-3.941160368052241,0.0,0.0,4.010000000000001,-3.941160368052241,False,0.0,3.941160368052241,6.064471862123446,0.0,False
105,9.361336758238076,9.361336758238076,9.361336758238076,0.0,4.010000000000001,0.0,False,0.0,0.0,4.010000000000001,9.361336758238076,False
106,11.164336589106961,11.164336589106961,11.164336589106961,0.0,8.499539392550428,0.0,False,0.0,0.0,4.010000000000001,11.164336589106961,False
107,3.9038239216586406,3.9038239216586406,3.9038239216586406,0.0,13.853767127641705,0.0,False,0.0,0.0,4.010000000000001,3.9038239216586406,False
108,7.924125938501523,7.924125938501523,7.924125938501523,0.0,15.725975310136985,0.0,False,0.0,0.0,4.010000000000001,7.924125938501523,False
109,5.170623107820718,5.170623107820718,5.170623107820718,0.0,19.526252607193545,0.0,False,0.0,0.0,4.010000000000001,5.170623107820718,False
110,14.926582468705922,14.926582468705922,14.926582468705922,0.0,22.00599633675912,0.0,False,0.0,0.0,4.010000000000001,14.926582468705922,False
111,30.9942981378528,30.9942981378528,14.44059524547775,0.0,29.164533810633806,16.55370289237505,False,0.0,0.0,4.010000000000001,30.9942981378528,False
112,30.980148746365433,30.980148746365433,0.0,0.0,36.09,30.980148746365433,False,3.146264336617591,0.0,4.010000000000001,27.833884409747842,False
113,29.64317146278672,29.64317146278672,0.0,0.0,36.09,29.64317146278672,False,20.05,0.0,5.518895368622523,9.59317146278672,False
114,17.94753363604799,17.94753363604799,0.0,0.0,36.09,17.94753363604799,False,17.94753363604799,0.0,15.134537572864527,0.0,False
115,15.468319483468077,15.468319483468077,0.0,0.0,36.09,15.468319483468077,False,15.468319483468077,0.0,23.741872330611958,0.0,False
116,10.279306573375926,10.279306573375926,0.0,0.0,36.09,10.279306573375926,False,10.279306573375926,0.0,31.16021774976081,0.0,False
117,-60.685416087620396,-60.685416087620396,0.0,20.05,36.09,-40.6354160876204,True,0.0,18.890444844403152,36.09,-41.79497124321725,True
118,-75.94652430268872,-75.94652430268872,0.0,20.05,25.63821499538913,-55.89652430268872,True,0.0,20.05,26.242674904979474,-55.89652430268872,True
119,-35.9652433664844,-35.9652433664844,0.0,20.05,15.186429990778258,-15.9152433664844,False,0.0,20.05,15.790889900368603,-15.9152433664844,False
120,-2.1453654297626406,-2.1453654297626406,0.0,1.3901101071488213,4.734644986167385,-0.7552553226138192,False,0.0,2.1453654297626406,5.33910489575773,0.0,False
121,-0.40429983298303196,-0.40429983298303196,0.0,0.0,4.010000000000001,-0.40429983298303196,False,0.0,0.40429983298303196,4.220755856944576,0.0,False
122,6.183251430616007,6.183251430616007,6.183251430616007,0.0,4.010000000000001,0.0,False,0.0,0.0,4.010000000000001,6.183251430616007,False
123,34.61286720240221,34.61286720240221,20.05,0.0,6.975383212751673,14.562867202402206,False,6.741424029509581,0.0,4.010000000000001,27.871443172892626,False
124,41.360364677627366,41.360364677627366,20.05,0.0,16.591025416993677,21.310364677627366,False,20.05,0.0,7.243073387273991,21.310364677627366,False
125,39.80105646728207,39.80105646728207,20.05,0.0,26.20666762123568,19.751056467282073,False,20.05,0.0,16.858715591515995,19.751056467282073,False
126,37.08597973035744,37.08597973035744,0.5581725988935655,0.0,35.82230982547769,36.527807131463874,False,20.05,0.0,26.474357795758,17.035979730357436,False
127,2.502198901633912,2.502198901633912,0.0,0.0,36.09,2.502198901633912,False,0.0,0.0,36.09,2.502198901633912,False
128,-45.74665320418704,-45.74665320418704,0.0,20.05,36.09,-25.69665320418704,False,0.0,14.604259857468548,36.09,-31.142393346718492,False
129,-53.014942829079985,-53.014942829079985,0.0,20.05,25.63821499538913,-32.96494282907999,False,0.0,20.05,28.477003282706722,-32.96494282907999,False
130,-32.12577153430354,-32.12577153430354,0.0,20.05,15.186429990778258,-12.075771534303538,False,0.0,20.05,18.02521827809585,-12.075771534303538,False
131,-6.835850249680273,-6.835850249680273,0.0,1.3901101071488213,4.734644986167385,-5.445740142531451,False,0.0,6.835850249680273,7.5734332734849765,0.0,False
132,16.622967115444318,16.622967115444318,16.622967115444318,0.0,4.010000000000001,0.0,False,16.622967115444318,0.0,4.010000000000001,0.0,False
133,10.26337248372672,10.26337248372672,10.26337248372672,0.0,11.982094970323857,0.0,False,10.26337248372672,0.0,11.982094970323857,0.0,False
134,-0.26522096925839894,-0.26522096925839894,0.0,0.26522096925839894,16.904235499619553,0.0,False,0.0,0.0,16.904235499619553,-0.26522096925839894,False
135,-7.477919349589679,-7.477919349589679,0.0,7.477919349589679,16.765979512118143,0.0,False,0.0,6.5643950953882575,16.904235499619553,-0.9135242542014215,False
136,-9.459942833950919,-9.459942833950919,0.0,9.459942833950919,12.86784458325376,0.0,False,0.0,9.459942833950919,13.482308007234508,0.0,False
137,-8.711094501898174,-8.711094501898174,0.0,7.532349278438359,7.936508490667012,-1.1787452234598144,False,0.0,8.711094501898174,8.550971914647759,0.0,False
138,3.881281841845679,3.881281841845679,3.881281841845679,0.0,4.010000000000002,0.0,False,0.0,0.0,4.010000000000001,3.881281841845679,False
139,32.187319784850956,32.187319784850956,20.05,0.0,5.871397380798477,12.137319784850956,False,0.0,0.0,4.010000000000001,32.187319784850956,False
140,54.14411074002648,54.14411074002648,20.05,0.0,15.487039585040481,34.09411074002648,False,13.856790703255493,0.0,4.010000000000001,40.287320036770986,True
141,50.67656840235047,50.67656840235047,20.05,0.0,25.102681789282485,30.62656840235047,False,20.05,0.0,10.655483366661933,30.62656840235047,False
142,34.28226899381281,34.28226899381281,2.860142187663894,0.0,34.71832399352449,31.422126806148913,False,20.05,0.0,20.271125570903937,14.232268993812806,False
143,11.58316779106272,11.58316779106272,0.0,0.0,36.09,11.58316779106272,False,0.0,0.0,29.88676777514594,11.58316779106272,False
144,-14.858195078535841,-14.858195078535841,0.0,14.858195078535841,36.09,0.0,False,0.0,14.858195078535841,29.88676777514594,0.0,False
145,0.4710040785230455,0.4710040785230455,0.4710040785230455,0.0,28.34463039813347,0.0,False,0.4710040785230455,0.0,22.14139817327941,0.0,False
146,16.041690323224554,16.041690323224554,15.679207963363739,0.0,28.57051601887244,0.3624823598608149,False,16.041690323224554,0.0,22.367283794018377,0.0,False
147,12.572150966393274,12.572150966393274,0.0,0.0,36.09,12.572150966393274,False,12.572150966393274,0.0,30.06060820795247,0.0,False
148,-17.263092877355273,-17.263092877355273,0.0,17.263092877355273,36.09,0.0,False,0.0,0.0,36.09,-17.263092877355273,False
149,-27.17660242748592,-27.17660242748592,0.0,20.05,27.090990759663512,-7.1266024274859205,False,0.0,0.0,36.09,-27.17660242748592,False
150,-28.393103571513358,-28.393103571513358,0.0,20.05,16.63920575505264,-8.343103571513357,False,0.0,0.0,36.09,-28.393103571513358,False
151,-14.486441049304798,-14.486441049304798,0.0,4.177017229793544,6.187420750441767,-10.309423819511252,False,0.0,14.486441049304798,36.09,0.0,False
152,-26.15566786706387,-26.15566786706387,0.0,0.0,4.010000000000001,-26.15566786706387,False,0.0,18.093537696192637,28.53842058207964,-8.062130170871232,False
153,-19.52565314589728,-19.52565314589728,0.0,0.0,4.010000000000001,-19.52565314589728,False,0.0,19.52565314589728,19.106512054726636,0.0,False
154,-7.116242435252386,-7.116242435252386,0.0,0.0,4.010000000000001,-7.116242435252386,False,0.0,7.116242435252386,8.92806174273051,0.0,False
155,-2.3182357805017197,-2.3182357805017197,0.0,0.0,4.010000000000001,-2.3182357805017197,False,0.0,2.3182357805017197,5.218463938543654,0.0,False
156,8.945578001299653,8.945578001299653,8.945578001299653,0.0,4.010000000000001,0.0,False,8.945578001299653,0.0,4.010000000000001,0.0,False
157,27.766485430841666,27.766485430841666,20.05,0.0,8.300148497288568,7.716485430841665,False,20.05,0.0,8.300148497288568,7.716485430841665,False
158,25.7446816053312,25.7446816053312,20.05,0.0,17.91579070153057,5.694681605331198,False,20.05,0.0,17.91579070153057,5.694681605331198,False
159,0.7395520776880788,0.7395520776880788,0.7395520776880788,0.0,27.531432905772576,0.0,False,0.7395520776880788,0.0,27.531432905772576,0.0,False
160,-11.826900273362403,-11.826900273362403,0.0,11.826900273362403,27.886109622503366,0.0,False,0.0,0.0,27.886109622503366,-11.826900273362403,False
161,-16.20503727619656,-16.20503727619656,0.0,16.20503727619656,21.720911670974317,0.0,False,0.0,12.691440235096655,27.886109622503366,-3.5135970410999047,False
162,-10.986712050840243,-10.986712050840243,0.0,10.986712050840243,13.273452039926367,0.0,False,0.0,10.986712050840243,21.27023906209946,0.0,False
163,3.5157392031868806,3.5157392031868806,3.5157392031868806,0.0,7.546232475689479,0.0,False,3.5157392031868806,0.0,15.543019497862572,0.0,False
164,7.032834456492239,7.032834456492239,7.032834456492239,0.0,9.232321765528477,0.0,False,7.032834456492239,0.0,17.22910878770157,0.0,False
165,9.422703534426962,9.422703534426962,9.422703534426962,0.0,12.605150683997012,0.0,False,9.422703534426962,0.0,20.601937706170105,0.0,False
166,17.896818964039433,17.896818964039433,17.896818964039433,0.0,17.124120548520512,0.0,False,17.896818964039433,0.0,25.120907570693603,0.0,False
167,4.975319842307761,4.975319842307761,4.975319842307761,0.0,25.707133403996632,0.0,False,4.975319842307761,0.0,33.703920426169724,0.0,False
168,-22.291336731820323,-22.291336731820323,0.0,20.05,28.093212977826916,-2.241336731820322,False,0.0,10.561746661077962,36.09,-11.729590070742361,False
169,-31.681162560715922,-31.681162560715922,0.0,20.05,17.641427973216043,-11.631162560715921,False,0.0,20.05,30.58430895886516,-11.631162560715921,False
170,-26.5459429770372,-26.5459429770372,0.0,6.099612792686524,7.18964296860517,-20.446330184350675,False,0.0,20.05,20.13252395425429,-6.495942977037199,False
171,-10.878363446070864,-10.878363446070864,0.0,0.0,4.010000000000001,-10.878363446070864,False,0.0,10.878363446070864,9.680738949643418,0.0,False
172,4.123822522342561,4.123822522342561,4.123822522342561,0.0,4.010000000000001,0.0,False,4.123822522342561,0.0,4.010000000000001,0.0,False
173,-1.37407136355528,-1.37407136355528,0.0,1.37407136355528,5.987715804919743,0.0,False,0.0,0.0,5.987715804919743,-1.37407136355528,False
174,-3.82795922706864,-3.82795922706864,0.0,2.419845356999876,5.271431591808906,-1.4081138700687639,False,0.0,0.0,5.987715804919743,-3.82795922706864,False
175,-8.804442428178191,-8.804442428178191,0.0,0.0,4.010000000000001,-8.804442428178191,False,0.0,0.0,5.987715804919743,-8.804442428178191,False
176,-14.09661029111623,-14.09661029111623,0.0,0.0,4.010000000000001,-14.09661029111623,False,0.0,0.0,5.987715804919743,-14.09661029111623,False
177,-16.527086760560472,-16.527086760560472,0.0,0.0,4.010000000000001,-16.527086760560472,False,0.0,0.0,5.987715804919743,-16.527086760560472,False
178,-15.834740409949553,-15.834740409949553,0.0,0.0,4.010000000000001,-15.834740409949553,False,0.0,0.0,5.987715804919743,-15.834740409949553,False
179,-13.104600119479102,-13.104600119479102,0.0,0.0,4.010000000000001,-13.104600119479102,False,0.0,0.0,5.987715804919743,-13.104600119479102,False
180,-9.042229722358726,-9.042229722358726,0.0,0.0,4.010000000000001,-9.042229722358726,False,0.0,0.0,5.987715804919743,-9.042229722358726,False
181,-5.791106173296119,-5.791106173296119,0.0,0.0,4.010000000000001,-5.791106173296119,False,0.0,3.793916720555156,5.987715804919743,-1.997189452740963,False
182,0.958317814490279,0.958317814490279,0.958317814490279,0.0,4.010000000000001,0.0,False,0.958317814490279,0.0,4.010000000000001,0.0,False
183,-9.222865012372992,-9.222865012372992,0.0,0.881652389331056,4.469593078408463,-8.341212623041937,False,0.0,0.0,4.469593078408463,-9.222865012372992,False
184,-17.995227541167814,-17.995227541167814,0.0,0.0,4.010000000000001,-17.995227541167814,False,0.0,0.0,4.469593078408463,-17.995227541167814,False
185,-17.52992093626148,-17.52992093626148,0.0,0.0,4.010000000000001,-17.52992093626148,False,0.0,0.0,4.469593078408463,-17.52992093626148,False
186,-13.293066068125103,-13.293066068125103,0.0,0.0,4.010000000000001,-13.293066068125103,False,0.0,0.0,4.469593078408463,-13.293066068125103,False
187,-10.275165512792542,-10.275165512792542,0.0,0.0,4.010000000000001,-10.275165512792542,False,0.0,0.0,4.469593078408463,-10.275165512792542,False
188,-8.436034457622071,-8.436034457622071,0.0,0.0,4.010000000000001,-8.436034457622071,False,0.0,0.0,4.469593078408463,-8.436034457622071,False
189,-7.8375566603913125,-7.8375566603913125,0.0,0.0,4.010000000000001,-7.8375566603913125,False,0.0,0.0,4.469593078408463,-7.8375566603913125,False
190,-10.117999644575512,-10.117999644575512,0.0,0.0,4.010000000000001,-10.117999644575512,False,0.0,0.0,4.469593078408463,-10.117999644575512,False
191,-11.036758232203981,-11.036758232203981,0.0,0.0,4.010000000000001,-11.036758232203981,False,0.0,0.0,4.469593078408463,-11.036758232203981,False
192,-7.973085557166192,-7.973085557166192,0.0,0.0,4.010000000000001,-7.973085557166192,False,0.0,0.0,4.469593078408463,-7.973085557166192,False
193,-5.981013681336168,-5.981013681336168,0.0,0.0,4.010000000000001,-5.981013681336168,False,0.0,0.0,4.469593078408463,-5.981013681336168,False
194,-9.05704171558788,-9.05704171558788,0.0,0.0,4.010000000000001,-9.05704171558788,False,0.0,0.0,4.469593078408463,-9.05704171558788,False
195,-13.219614221353007,-13.219614221353007,0.0,0.0,4.010000000000001,-13.219614221353007,False,0.0,0.0,4.469593078408463,-13.219614221353007,False
196,-13.999657855427488,-13.999657855427488,0.0,0.0,4.010000000000001,-13.999657855427488,False,0.0,0.0,4.469593078408463,-13.999657855427488,False
197,-12.73359145711673,-12.73359145711673,0.0,0.0,4.010000000000001,-12.73359145711673,False,0.0,0.0,4.469593078408463,-12.73359145711673,False
198,-10.58344397770363,-10.58344397770363,0.0,0.0,4.010000000000001,-10.58344397770363,False,0.0,0.0,4.469593078408463,-10.58344397770363,False
199,-7.29625931032783,-7.29625931032783,0.0,0.0,4.010000000000001,-7.29625931032783,False,0.0,0.6219231225982649,4.469593078408463,-6.6743361877295655,False
