site,model,seed,price_case,tail_premium,regime,mse_test_total_cny_per_installed_mw,event_weighted_test_total_cny_per_installed_mw,event_weighted_minus_mse_cny_per_installed_mw,mse_test_mse_pu2,event_weighted_test_mse_pu2,mse_weighted_mse_pu2,event_weighted_weighted_mse_pu2
pizhou,tcn,43,low,0.0,at_least_10pct_2h,21070.89468966775,21737.57708333712,666.682393669369,0.014216333834280023,0.015296763201846674,0.031726756073362034,0.03141318016200943
pizhou,tcn,43,low,1000.0,unconstrained,28798.250604395314,29689.22497519026,890.9743707949456,0.014216333834280023,0.015296763201846674,0.031726756073362034,0.03141318016200943
pizhou,tcn,43,low,1000.0,at_least_10pct_2h,30471.80619779439,32405.36051034316,1933.5543125487675,0.014216333834280023,0.015296763201846674,0.031726756073362034,0.03141318016200943
pizhou,tcn,43,low,5000.0,unconstrained,57757.250185595505,80977.66778700432,23220.417601408815,0.014216333834280023,0.015296763201846674,0.031726756073362034,0.03141318016200943
pizhou,tcn,43,low,5000.0,at_least_10pct_2h,57757.250185595505,75076.49421836731,17319.244032771807,0.014216333834280023,0.015296763201846674,0.031726756073362034,0.03141318016200943
pizhou,tcn,43,base,0.0,unconstrained,24956.125862549132,25732.270045796915,776.1441832477831,0.014216333834280023,0.015296763201846674,0.031726756073362034,0.03141318016200943
pizhou,tcn,43,base,0.0,at_least_10pct_2h,28509.907296260706,29958.536824164286,1448.6295279035803,0.014216333834280023,0.015296763201846674,0.031726756073362034,0.03141318016200943
pizhou,tcn,43,base,1000.0,unconstrained,38667.62224046244,41144.65142749839,2477.0291870359506,0.014216333834280023,0.015296763201846674,0.031726756073362034,0.03141318016200943
pizhou,tcn,43,base,1000.0,at_least_10pct_2h,37910.818804387345,40626.32025117033,2715.5014467829824,0.014216333834280023,0.015296763201846674,0.031726756073362034,0.03141318016200943
pizhou,tcn,43,base,5000.0,unconstrained,62656.721716674074,75875.98882389365,13219.26710721958,0.014216333834280023,0.015296763201846674,0.031726756073362034,0.03141318016200943
pizhou,tcn,43,base,5000.0,at_least_10pct_2h,62656.721716674074,75875.98882389365,13219.26710721958,0.014216333834280023,0.015296763201846674,0.031726756073362034,0.03141318016200943
pizhou,tcn,43,high,0.0,unconstrained,44057.71003858658,46628.400769372434,2570.6907307858564,0.014216333834280023,0.015296763201846674,0.031726756073362034,0.03141318016200943
pizhou,tcn,43,high,0.0,at_least_10pct_2h,43387.932509446626,46400.456305818625,3012.523796371999,0.014216333834280023,0.015296763201846674,0.031726756073362034,0.03141318016200943
pizhou,tcn,43,high,1000.0,unconstrained,53474.99596996704,58629.71412184949,5154.718151882444,0.014216333834280023,0.015296763201846674,0.031726756073362034,0.03141318016200943
pizhou,tcn,43,high,1000.0,at_least_10pct_2h,52788.844017573276,57068.239732824666,4279.39571525139,0.014216333834280023,0.015296763201846674,0.031726756073362034,0.03141318016200943
pizhou,tcn,43,high,5000.0,unconstrained,72455.6647788312,87770.21597894354,15314.551200112342,0.014216333834280023,0.015296763201846674,0.031726756073362034,0.03141318016200943
pizhou,tcn,43,high,5000.0,at_least_10pct_2h,72455.6647788312,87770.21597894354,15314.551200112342,0.014216333834280023,0.015296763201846674,0.031726756073362034,0.03141318016200943
pizhou,timesnet,41,low,0.0,unconstrained,11857.047565643546,13612.284411754099,1755.2368461105525,0.015349520155025786,0.017494571866069463,0.03349783530750871,0.035761883219307816
pizhou,timesnet,41,low,0.0,at_least_10pct_2h,20540.392878106173,22246.289292931368,1705.8964148251944,0.015349520155025786,0.017494571866069463,0.03349783530750871,0.035761883219307816
pizhou,timesnet,41,low,1000.0,unconstrained,30188.42939663209,35233.056992704885,5044.627596072794,0.015349520155025786,0.017494571866069463,0.03349783530750871,0.035761883219307816
pizhou,timesnet,41,low,1000.0,at_least_10pct_2h,32569.711166604917,36850.65461965624,4280.9434530513245,0.015349520155025786,0.017494571866069463,0.03349783530750871,0.035761883219307816
pizhou,timesnet,41,low,5000.0,unconstrained,73443.50887999046,84748.47980267975,11304.970922689288,0.015349520155025786,0.017494571866069463,0.03349783530750871,0.035761883219307816
pizhou,timesnet,41,low,5000.0,at_least_10pct_2h,73443.50887999046,84748.47980267975,11304.970922689288,0.015349520155025786,0.017494571866069463,0.03349783530750871,0.035761883219307816
pizhou,timesnet,41,base,0.0,unconstrained,23714.095131287093,27224.568823508198,3510.473692221105,0.015349520155025786,0.017494571866069463,0.03349783530750871,0.035761883219307816
pizhou,timesnet,41,base,0.0,at_least_10pct_2h,27493.616771341884,30869.824100873528,3376.207329531644,0.015349520155025786,0.017494571866069463,0.03349783530750871,0.035761883219307816
