site,turbine,minutes,horizon_h,clock,grid_rows,usable_rows,eligible_anchors,positive_anchors,median_abs_change
yandun,105,60,4,native_grid,4216,1866,1605,699,0.15937500000000004
yandun,105,60,4,common_hourly_clock,4216,1866,1605,699,0.15937500000000004
yandun,106,15,1,native_grid,16861,7656,7143,1754,0.07496
yandun,106,15,1,common_hourly_clock,16861,7656,1786,464,0.07516749999999998
yandun,106,15,4,native_grid,16861,7656,6117,2795,0.174
yandun,106,15,4,common_hourly_clock,16861,7656,1528,685,0.167
yandun,106,30,1,native_grid,8431,3760,3524,798,0.074615
yandun,106,30,1,common_hourly_clock,8431,3760,1759,413,0.07281750000000003
yandun,106,30,4,native_grid,8431,3760,3027,1353,0.16557999999999998
yandun,106,30,4,common_hourly_clock,8431,3760,1511,663,0.1585
yandun,106,60,1,native_grid,4216,1817,1712,332,0.0704525
yandun,106,60,1,common_hourly_clock,4216,1817,1712,332,0.0704525
yandun,106,60,4,native_grid,4216,1817,1478,658,0.16458499999999998
yandun,106,60,4,common_hourly_clock,4216,1817,1478,658,0.16458499999999998
yandun,107,15,1,native_grid,16861,7473,6785,1733,0.07863
yandun,107,15,1,common_hourly_clock,16861,7473,1692,420,0.08186250000000002
yandun,107,15,4,native_grid,16861,7473,5730,2701,0.1815
yandun,107,15,4,common_hourly_clock,16861,7473,1430,660,0.17699999999999996
yandun,107,30,1,native_grid,8431,3624,3338,780,0.079
yandun,107,30,1,common_hourly_clock,8431,3624,1671,394,0.07861499999999999
yandun,107,30,4,native_grid,8431,3624,2831,1307,0.17900000000000002
yandun,107,30,4,common_hourly_clock,8431,3624,1416,640,0.1755
yandun,107,60,1,native_grid,4216,1732,1619,316,0.07531625000000008
yandun,107,60,1,common_hourly_clock,4216,1732,1619,316,0.07531625000000008
yandun,107,60,4,native_grid,4216,1732,1383,637,0.18079374999999998
yandun,107,60,4,common_hourly_clock,4216,1732,1383,637,0.18079374999999998
yandun,108,15,1,native_grid,16861,7232,6709,1513,0.07902000000000003
yandun,108,15,1,common_hourly_clock,16861,7232,1679,375,0.082
yandun,108,15,4,native_grid,16861,7232,5689,2402,0.1605
yandun,108,15,4,common_hourly_clock,16861,7232,1423,606,0.1614150000000001
yandun,108,30,1,native_grid,8431,3550,3318,706,0.07424999999999998
yandun,108,30,1,common_hourly_clock,8431,3550,1663,351,0.07677999999999996
yandun,108,30,4,native_grid,8431,3550,2818,1165,0.15814125
yandun,108,30,4,common_hourly_clock,8431,3550,1411,574,0.16197499999999998
yandun,108,60,1,native_grid,4216,1714,1611,279,0.06675
yandun,108,60,1,common_hourly_clock,4216,1714,1611,279,0.06675
yandun,108,60,4,native_grid,4216,1714,1376,557,0.1490625
yandun,108,60,4,common_hourly_clock,4216,1714,1376,557,0.1490625
yandun,109,15,1,native_grid,16861,7690,7274,1460,0.061
yandun,109,15,1,common_hourly_clock,16861,7690,1817,367,0.06077500000000002
yandun,109,15,4,native_grid,16861,7690,6429,2526,0.14028500000000005
yandun,109,15,4,common_hourly_clock,16861,7690,1605,627,0.14410499999999998
yandun,109,30,1,native_grid,8431,3786,3593,677,0.0571325
yandun,109,30,1,common_hourly_clock,8431,3786,1795,338,0.057749999999999996
yandun,109,30,4,native_grid,8431,3786,3183,1237,0.13833750000000006
yandun,109,30,4,common_hourly_clock,8431,3786,1590,611,0.13644375000000003
yandun,109,60,1,native_grid,4216,1842,1756,273,0.055312500000000014
yandun,109,60,1,common_hourly_clock,4216,1842,1756,273,0.055312500000000014
yandun,109,60,4,native_grid,4216,1842,1566,608,0.13764500000000002
yandun,109,60,4,common_hourly_clock,4216,1842,1566,608,0.13764500000000002
yandun,110,15,1,native_grid,16861,7681,7197,1649,0.07118999999999998
yandun,110,15,1,common_hourly_clock,16861,7681,1805,418,0.07156499999999999
yandun,110,15,4,native_grid,16861,7681,6228,2691,0.15943000000000002
yandun,110,15,4,common_hourly_clock,16861,7681,1562,680,0.160505
yandun,110,30,1,native_grid,8431,3775,3551,744,0.0705
yandun,110,30,1,common_hourly_clock,8431,3775,1785,379,0.0735
yandun,110,30,4,native_grid,8431,3775,3082,1309,0.15712500000000001
yandun,110,30,4,common_hourly_clock,8431,3775,1548,667,0.15632625
yandun,110,60,1,native_grid,4216,1831,1728,297,0.06312500000000001
yandun,110,60,1,common_hourly_clock,4216,1831,1728,297,0.06312500000000001
yandun,110,60,4,native_grid,4216,1831,1512,611,0.15212499999999995
yandun,110,60,4,common_hourly_clock,4216,1831,1512,611,0.15212499999999995
yandun,111,15,1,native_grid,16861,7654,7164,1511,0.064
yandun,111,15,1,common_hourly_clock,16861,7654,1789,376,0.06423000000000001
yandun,111,15,4,native_grid,16861,7654,6134,2473,0.1445
yandun,111,15,4,common_hourly_clock,16861,7654,1532,634,0.14542500000000003
yandun,111,30,1,native_grid,8431,3761,3532,702,0.06199125
yandun,111,30,1,common_hourly_clock,8431,3761,1775,347,0.0615
yandun,111,30,4,native_grid,8431,3761,3034,1197,0.14302499999999999
yandun,111,30,4,common_hourly_clock,8431,3761,1521,608,0.1456375
yandun,111,60,1,native_grid,4216,1816,1712,297,0.05924999999999999
yandun,111,60,1,common_hourly_clock,4216,1816,1712,297,0.05924999999999999
yandun,111,60,4,native_grid,4216,1816,1480,568,0.13474000000000003
yandun,111,60,4,common_hourly_clock,4216,1816,1480,568,0.13474000000000003
yandun,112,15,1,native_grid,16861,7682,7217,1519,0.064645
yandun,112,15,1,common_hourly_clock,16861,7682,1804,377,0.06375
yandun,112,15,4,native_grid,16861,7682,6191,2462,0.141985
yandun,112,15,4,common_hourly_clock,16861,7682,1548,621,0.14241749999999997
yandun,112,30,1,native_grid,8431,3777,3559,683,0.0625
yandun,112,30,1,common_hourly_clock,8431,3777,1780,346,0.061186250000000005
yandun,112,30,4,native_grid,8431,3777,3059,1208,0.14125
yandun,112,30,4,common_hourly_clock,8431,3777,1532,596,0.143625
yandun,112,60,1,native_grid,4216,1830,1731,281,0.05737500000000001
yandun,112,60,1,common_hourly_clock,4216,1830,1731,281,0.05737500000000001
yandun,112,60,4,native_grid,4216,1830,1491,569,0.13275
yandun,112,60,4,common_hourly_clock,4216,1830,1491,569,0.13275
yandun,113,15,1,native_grid,16861,7120,6583,1518,0.07400000000000001
yandun,113,15,1,common_hourly_clock,16861,7120,1650,391,0.0737225
yandun,113,15,4,native_grid,16861,7120,5589,2384,0.155
yandun,113,15,4,common_hourly_clock,16861,7120,1398,591,0.15025
yandun,113,30,1,native_grid,8431,3486,3254,702,0.0719775
yandun,113,30,1,common_hourly_clock,8431,3486,1630,356,0.073
yandun,113,30,4,native_grid,8431,3486,2769,1163,0.1525
yandun,113,30,4,common_hourly_clock,8431,3486,1384,574,0.14929125
yandun,113,60,1,native_grid,4216,1680,1583,307,0.06337500000000001
yandun,113,60,1,common_hourly_clock,4216,1680,1583,307,0.06337500000000001
yandun,113,60,4,native_grid,4216,1680,1352,568,0.15611562499999984
yandun,113,60,4,common_hourly_clock,4216,1680,1352,568,0.15611562499999984
yandun,114,15,1,native_grid,16861,7209,6697,1487,0.07052
yandun,114,15,1,common_hourly_clock,16861,7209,1673,362,0.07323000000000002
yandun,114,15,4,native_grid,16861,7209,5685,2338,0.15000000000000002
yandun,114,15,4,common_hourly_clock,16861,7209,1421,583,0.14725499999999997
yandun,114,30,1,native_grid,8431,3543,3317,683,0.0675
yandun,114,30,1,common_hourly_clock,8431,3543,1656,342,0.067375
yandun,114,30,4,native_grid,8431,3543,2821,1139,0.149
yandun,114,30,4,common_hourly_clock,8431,3543,1407,558,0.14375500000000002
yandun,114,60,1,native_grid,4216,1716,1615,278,0.06125
yandun,114,60,1,common_hourly_clock,4216,1716,1615,278,0.06125
yandun,114,60,4,native_grid,4216,1716,1381,545,0.14182499999999998
yandun,114,60,4,common_hourly_clock,4216,1716,1381,545,0.14182499999999998
yandun,115,15,1,native_grid,16861,7334,6692,1684,0.0808925
yandun,115,15,1,common_hourly_clock,16861,7334,1673,386,0.07967000000000002
yandun,115,15,4,native_grid,16861,7334,5685,2556,0.16549999999999998
yandun,115,15,4,common_hourly_clock,16861,7334,1422,640,0.16275000000000003
yandun,115,30,1,native_grid,8431,3550,3299,744,0.07679499999999997
yandun,115,30,1,common_hourly_clock,8431,3550,1647,375,0.07835500000000006
yandun,115,30,4,native_grid,8431,3550,2813,1239,0.16154249999999998
yandun,115,30,4,common_hourly_clock,8431,3550,1405,607,0.15866000000000013
yandun,115,60,1,native_grid,4216,1701,1599,337,0.07100000000000006
yandun,115,60,1,common_hourly_clock,4216,1701,1599,337,0.07100000000000006
yandun,115,60,4,native_grid,4216,1701,1376,586,0.15827124999999997
yandun,115,60,4,common_hourly_clock,4216,1701,1376,586,0.15827124999999997
yandun,116,15,1,native_grid,16765,7045,6381,1669,0.08750000000000002
yandun,116,15,1,common_hourly_clock,16765,7045,1595,412,0.0925
yandun,116,15,4,native_grid,16765,7045,5385,2609,0.18688
yandun,116,15,4,common_hourly_clock,16765,7045,1346,644,0.18477500000000002
yandun,116,30,1,native_grid,8383,3408,3147,768,0.08124999999999999
yandun,116,30,1,common_hourly_clock,8383,3408,1570,388,0.08281625000000002
yandun,116,30,4,native_grid,8383,3408,2669,1266,0.1845
yandun,116,30,4,common_hourly_clock,8383,3408,1332,626,0.177375
yandun,116,60,1,native_grid,4192,1630,1525,337,0.075625
yandun,116,60,1,common_hourly_clock,4192,1630,1525,337,0.075625
yandun,116,60,4,native_grid,4192,1630,1304,593,0.17325
yandun,116,60,4,common_hourly_clock,4192,1630,1304,593,0.17325
yandun,117,15,1,native_grid,16765,7571,7049,1756,0.07644
yandun,117,15,1,common_hourly_clock,16765,7571,1761,432,0.078
yandun,117,15,4,native_grid,16765,7571,6015,2772,0.1755
yandun,117,15,4,common_hourly_clock,16765,7571,1505,673,0.169715
yandun,117,30,1,native_grid,8383,3713,3472,813,0.0725325
yandun,117,30,1,common_hourly_clock,8383,3713,1738,405,0.07331874999999999
yandun,117,30,4,native_grid,8383,3713,2973,1355,0.1755724999999999
yandun,117,30,4,common_hourly_clock,8383,3713,1487,663,0.17
yandun,117,60,1,native_grid,4192,1792,1686,339,0.06594125
yandun,117,60,1,common_hourly_clock,4192,1792,1686,339,0.06594125
yandun,117,60,4,native_grid,4192,1792,1452,648,0.16749999999999998
yandun,117,60,4,common_hourly_clock,4192,1792,1452,648,0.16749999999999998
