site,config_a,config_b,pairs,left_candidates,right_candidates,left_coverage,right_coverage,mean_iou,iou_ge_030,iou_ge_050,iou_ge_070
hill,endpoint_corridor_0.025,endpoint_corridor_0.050,7439,7740,8585,0.9611111111111111,0.8665113570180547,0.9552941703634,1.0,1.0,0.9040193574405162
hill,endpoint_corridor_0.025,endpoint_corridor_0.100,6622,7740,8952,0.8555555555555555,0.7397229669347631,0.8628590125267865,1.0,1.0,0.7090003020235578
hill,endpoint_corridor_0.025,financial_tail_1h,1335,7740,2177,0.17248062015503876,0.6132292145153881,0.6203620474406992,1.0,1.0,0.21872659176029963
hill,endpoint_corridor_0.025,financial_tail_2h,166,7740,1467,0.02144702842377261,0.11315610088616224,0.546113023522662,1.0,1.0,0.12650602409638553
hill,endpoint_corridor_0.025,mean_shift_1h,770,7740,4526,0.09948320413436693,0.17012814847547503,0.6091125541125542,1.0,1.0,0.09480519480519481
hill,endpoint_corridor_0.025,mean_shift_2h,7,7740,2660,0.0009043927648578811,0.002631578947368421,0.5640589569160998,1.0,1.0,0.14285714285714285
hill,endpoint_corridor_0.025,opsda_cui2015_1h_0.025,2949,7740,3665,0.3810077519379845,0.8046384720327422,0.5,1.0,1.0,0.0
hill,endpoint_corridor_0.025,opsda_cui2015_2h_0.025,3275,7740,6774,0.4231266149870801,0.4834661942722173,0.523913486005089,1.0,1.0,0.013129770992366412
hill,endpoint_corridor_0.025,opsda_cui2015_4h_0.025,3167,7740,9953,0.40917312661498706,0.3181955189390134,0.5230020900055633,1.0,1.0,0.013261761919797915
hill,endpoint_corridor_0.025,sda_florita2013_0.025,3497,7740,5315,0.45180878552971576,0.6579492003762936,0.5232859457766521,1.0,1.0,0.014012010294538175
hill,endpoint_corridor_0.025,threshold_1h,3470,7740,7040,0.4483204134366925,0.4928977272727273,0.6460038424591739,1.0,1.0,0.26138328530259364
hill,endpoint_corridor_0.025,threshold_2h,379,7740,5402,0.04896640826873385,0.0701592002961866,0.5563743351342295,1.0,1.0,0.13720316622691292
hill,endpoint_corridor_0.025,threshold_4h,4,7740,3280,0.0005167958656330749,0.0012195121951219512,0.59375,1.0,1.0,0.25
hill,endpoint_corridor_0.050,endpoint_corridor_0.100,7506,8585,8952,0.8743156668608038,0.8384718498659517,0.8844286235273445,1.0,1.0,0.7544630961897149
hill,endpoint_corridor_0.050,financial_tail_1h,1517,8585,2177,0.176703552708212,0.6968305006890216,0.6868474746523526,1.0,1.0,0.34673698088332233
hill,endpoint_corridor_0.050,financial_tail_2h,322,8585,1467,0.037507280139778686,0.2194955691888207,0.5965690624075717,1.0,1.0,0.2453416149068323
hill,endpoint_corridor_0.050,financial_tail_4h,29,8585,1091,0.00337798485730926,0.026581118240146653,0.5618773946360153,1.0,1.0,0.10344827586206896
hill,endpoint_corridor_0.050,mean_shift_1h,1404,8585,4526,0.16354105998835178,0.3102076889085285,0.6389550264550264,1.0,1.0,0.1915954415954416
hill,endpoint_corridor_0.050,mean_shift_2h,43,8585,2660,0.005008736167734421,0.016165413533834588,0.5823643410852714,1.0,1.0,0.16279069767441862
hill,endpoint_corridor_0.050,opsda_cui2015_1h_0.025,2988,8585,3665,0.34804892253931274,0.8152796725784448,0.5425591253904507,1.0,1.0,0.07898259705488621
hill,endpoint_corridor_0.050,opsda_cui2015_2h_0.025,3805,8585,6774,0.44321490972626676,0.5617065249483318,0.5709955572242037,1.0,1.0,0.11484888304862023
hill,endpoint_corridor_0.050,opsda_cui2015_4h_0.025,3756,8585,9953,0.4375072801397787,0.3773736561840651,0.5755344887333705,1.0,1.0,0.12300319488817892
