site,conditioning,representation,strata,defined_strata,strata_n_ge_30,both_constant_strata,one_side_constant_strata,original_matched_pairs,retained_pairs,retained_pair_fraction,catalogue_left_views,catalogue_right_views,conditional_left_coverage,conditional_right_coverage,scored_pairs_n_ge_30,scored_fraction_of_retained,equal_stratum_nmi_n_ge_30,equal_stratum_ari_n_ge_30,median_nmi_n_ge_30,median_ari_n_ge_30,pair_weighted_nmi_n_ge_30,pair_weighted_ari_n_ge_30
pizhou,joint_all_four,statistics9,6504,1638,792,1051,166,274570,117670,0.4285610226900244,861737,815639,0.13654978259027986,0.14426725548925443,81976,0.6966601512705023,0.8445800165412425,0.8632956426488693,1.0,1.0,0.8707575955049371,0.88982434538999
pizhou,joint_all_four,within_event_time_permutation,6504,1597,707,1092,252,274570,117670,0.4285610226900244,861737,815639,0.13654978259027986,0.14426725548925443,70537,0.5994476077164953,0.15964229648551823,0.1773622652688983,0.0667905175124857,0.0946435441451934,0.14863120636522362,0.18036925729296968
pizhou,power_start,event_row_permutation,497,467,378,1,6,274570,238656,0.8691991113377281,861737,815639,0.2769476069844976,0.29260003506453225,237477,0.995059835076428,0.023787260702678812,-0.0012105109082556256,0.008165785069816,-0.00113509136454755,0.006666266134393212,-6.11168488607406e-05
pizhou,power_start,gaf_pca6,497,464,378,4,10,274570,238656,0.8691991113377281,861737,815639,0.2769476069844976,0.29260003506453225,237477,0.995059835076428,0.338435806908334,0.31266553806253794,0.29497673893386733,0.2639511775748619,0.4399916754767118,0.43694187717914784
pizhou,power_start,gaf_signed_pca6,497,464,378,4,10,274570,238656,0.8691991113377281,861737,815639,0.2769476069844976,0.29260003506453225,237477,0.995059835076428,0.34127043079437747,0.3165262037858533,0.2985154812868766,0.2650673658610876,0.44264482124277077,0.4408049221729068
pizhou,power_start,raw25,497,440,371,28,28,274570,238656,0.8691991113377281,861737,815639,0.2769476069844976,0.29260003506453225,236694,0.9917789621882542,0.503610248760619,0.5183310194611966,0.5901670937138174,0.5665628821522817,0.6380254104629869,0.6733230106250834
pizhou,power_start,raw_pca6,497,444,373,24,32,274570,238656,0.8691991113377281,861737,815639,0.2769476069844976,0.29260003506453225,236860,0.9924745240010727,0.49702581136314095,0.5105219168933756,0.58184903747128,0.5504865465079081,0.633103205034243,0.667187351271083
pizhou,power_start,statistics9,497,456,378,12,20,274570,238656,0.8691991113377281,861737,815639,0.2769476069844976,0.29260003506453225,237477,0.995059835076428,0.5327584107849986,0.5560194711466003,0.5524540780199934,0.5935695803470038,0.6200290132243997,0.6628658889918034
pizhou,power_start,within_event_time_permutation,497,426,360,42,28,274570,238656,0.8691991113377281,861737,815639,0.2769476069844976,0.29260003506453225,234566,0.98286236256369,0.4172701971824184,0.4765845103069009,0.4824093901056728,0.5194076275406558,0.4655734493750218,0.5529930987285727
suining,amplitude_abs,event_row_permutation,494,431,295,4,11,102248,63990,0.6258313121039042,309709,288979,0.20661330474735962,0.22143477553732277,62524,0.9770901703391155,0.03269341090735777,-0.0017228665002927668,0.0222108295253087,-0.0037056174591799,0.01907114233359601,-0.0011879770589433285
suining,amplitude_abs,gaf_pca6,494,433,295,2,15,102248,63990,0.6258313121039042,309709,288979,0.20661330474735962,0.22143477553732277,62524,0.9770901703391155,0.44829129327327344,0.43292483283444433,0.3923489682139079,0.3735693348758498,0.5780988618885964,0.5812469145493447
suining,amplitude_abs,gaf_signed_pca6,494,433,295,2,15,102248,63990,0.6258313121039042,309709,288979,0.20661330474735962,0.22143477553732277,62524,0.9770901703391155,0.4494950124748643,0.4344225520172792,0.3961203697199608,0.3735541534275802,0.5790223459505222,0.5828625505381698
suining,amplitude_abs,raw25,494,427,295,8,8,102248,63990,0.6258313121039042,309709,288979,0.20661330474735962,0.22143477553732277,62524,0.9770901703391155,0.7679116923333377,0.8066945579906447,0.7628738806951413,0.8107009614664166,0.8328900052176269,0.8718525525855776
suining,amplitude_abs,raw_pca6,494,425,295,10,6,102248,63990,0.6258313121039042,309709,288979,0.20661330474735962,0.22143477553732277,62524,0.9770901703391155,0.7670576800220876,0.8057464363927639,0.7610839007777528,0.8111042859176703,0.8321009806845268,0.8710600407488213
suining,amplitude_abs,statistics9,494,403,290,32,27,102248,63990,0.6258313121039042,309709,288979,0.20661330474735962,0.22143477553732277,62289,0.9734177215189873,0.7308795297175266,0.764070231032382,0.7565260103715038,0.8340092678085125,0.8101759527320375,0.8453920756985729
suining,amplitude_abs,within_event_time_permutation,494,427,295,8,6,102248,63990,0.6258313121039042,309709,288979,0.20661330474735962,0.22143477553732277,62524,0.9770901703391155,0.63344052577556,0.727124967680679,0.6474610539060566,0.7464232192030076,0.6301689685807621,0.7397186541851984
suining,direction,event_row_permutation,248,247,201,0,4,102248,100804,0.9858774743760269,309709,288979,0.32547972451559365,0.34882811553780724,100250,0.9945041863418118,0.020946287370127666,-0.0003184856214407001,0.010756313538973,-0.001105000854168,0.008408538759051103,-0.0008611594582850383
suining,direction,gaf_pca6,248,244,201,3,3,102248,100804,0.9858774743760269,309709,288979,0.32547972451559365,0.34882811553780724,100250,0.9945041863418118,0.3015796612006083,0.27808712866715507,0.2461996366904488,0.2196798169725403,0.39243609834520454,0.3847102852803756
suining,direction,gaf_signed_pca6,248,244,201,3,3,102248,100804,0.9858774743760269,309709,288979,0.32547972451559365,0.34882811553780724,100250,0.9945041863418118,0.3031405836547706,0.2814997365835716,0.2493376997224236,0.225037744190294,0.392690582259026,0.38720534581458194
suining,direction,raw25,248,241,200,6,35,102248,100804,0.9858774743760269,309709,288979,0.32547972451559365,0.34882811553780724,100216,0.9941668981389628,0.16970435409401702,0.20291885755289718,0.0779197411473953,0.0956154055076191,0.29563136562095416,0.3590978133897448
suining,direction,raw_pca6,248,241,200,6,35,102248,100804,0.9858774743760269,309709,288979,0.32547972451559365,0.34882811553780724,100216,0.9941668981389628,0.17079465579269953,0.20398389010382026,0.07963880694141351,0.09469513165053606,0.2988428301212925,0.3617498431857251
suining,direction,statistics9,248,241,201,6,13,102248,100804,0.9858774743760269,309709,288979,0.32547972451559365,0.34882811553780724,100250,0.9945041863418118,0.4814450046702929,0.5103098117584695,0.46186205554223,0.5036017346493161,0.5525731944993867,0.6085992714237817
suining,direction,within_event_time_permutation,248,226,193,21,31,102248,100804,0.9858774743760269,309709,288979,0.32547972451559365,0.34882811553780724,99264,0.9847228284591881,0.07455459045052258,0.10370739465630018,0.0279279276549099,0.0520117051975426,0.1114466306711468,0.17512641823412112
suining,duration_hours,event_row_permutation,317,171,140,0,6,102248,56265,0.5502797120726077,309709,288979,0.18167053589014204,0.19470272926406418,56010,0.9954678752332712,0.024654869058567154,-0.001174996492311611,0.013253435041532351,-0.0020633032690079997,0.009796541079883692,-0.0011596434634782884
suining,duration_hours,gaf_pca6,317,169,140,2,3,102248,56265,0.5502797120726077,309709,288979,0.18167053589014204,0.19470272926406418,56010,0.9954678752332712,0.5481708256097573,0.5343579130665196,0.39797382336899023,0.3909722282758977,0.6618029807675383,0.6595455410844151
suining,duration_hours,gaf_signed_pca6,317,169,140,2,2,102248,56265,0.5502797120726077,309709,288979,0.18167053589014204,0.19470272926406418,56010,0.9954678752332712,0.5479693281069227,0.5348186563839676,0.39288652247322153,0.3926942581320989,0.6618290110361618,0.660623979041521
suining,duration_hours,raw25,317,165,140,6,3,102248,56265,0.5502797120726077,309709,288979,0.18167053589014204,0.19470272926406418,56010,0.9954678752332712,0.8071263568768401,0.8255812260495239,0.8233643109223052,0.8915060947821749,0.8456674983951965,0.863580232618665
suining,duration_hours,raw_pca6,317,163,140,8,1,102248,56265,0.5502797120726077,309709,288979,0.18167053589014204,0.19470272926406418,56010,0.9954678752332712,0.8057062553082884,0.8237537592210671,0.8062868840118165,0.8887761365067827,0.8441469040924235,0.8619666934317536
suining,duration_hours,statistics9,317,165,140,6,4,102248,56265,0.5502797120726077,309709,288979,0.18167053589014204,0.19470272926406418,56010,0.9954678752332712,0.7211998091525976,0.7372354159197838,0.7190870214852125,0.7657343653478021,0.8050999234292852,0.8253538807700901
suining,duration_hours,within_event_time_permutation,317,168,140,3,3,102248,56265,0.5502797120726077,309709,288979,0.18167053589014204,0.19470272926406418,56010,0.9954678752332712,0.619500675852693,0.7289746555600427,0.6359515756979786,0.7442212970540552,0.5944618789718257,0.7261426776593294
suining,joint_all_four,event_row_permutation,6139,2264,441,51,176,102248,44368,0.4339253579532118,309709,288979,0.14325705743133071,0.15353364777371367,25858,0.5828074287774972,0.06929841671022066,-0.0015654514479266452,0.0609168460482977,-0.0048844438793182,0.06118091630436842,-0.00047073564103853287
suining,joint_all_four,gaf_pca6,6139,2185,441,130,117,102248,44368,0.4339253579532118,309709,288979,0.14325705743133071,0.15353364777371367,25858,0.5828074287774972,0.872743472576595,0.8594313877239504,1.0,1.0,0.8808059609430386,0.8703125648427404
suining,joint_all_four,gaf_signed_pca6,6139,2183,441,132,114,102248,44368,0.4339253579532118,309709,288979,0.14325705743133071,0.15353364777371367,25858,0.5828074287774972,0.8725138818186182,0.8595674237646955,1.0,1.0,0.8806961858713607,0.870620859266873
suining,joint_all_four,raw25,6139,1065,273,1250,138,102248,44368,0.4339253579532118,309709,288979,0.14325705743133071,0.15353364777371367,16525,0.37245311936530834,0.8405154884997911,0.8501519260575825,1.0,1.0,0.8469163958460523,0.8586283584606271
suining,joint_all_four,raw_pca6,6139,1080,279,1235,138,102248,44368,0.4339253579532118,309709,288979,0.14325705743133071,0.15353364777371367,16830,0.379327443202308,0.8433648138680749,0.8525951399587475,1.0,1.0,0.8484002492681998,0.8596811963735634
suining,joint_all_four,statistics9,6139,1157,317,1158,123,102248,44368,0.4339253579532118,309709,288979,0.14325705743133071,0.15353364777371367,19732,0.4447349441038586,0.8835747075802438,0.8923707603643808,1.0,1.0,0.895506297620997,0.9016229656292991
suining,joint_all_four,within_event_time_permutation,6139,1226,301,1089,264,102248,44368,0.4339253579532118,309709,288979,0.14325705743133071,0.15353364777371367,18235,0.4109944103858637,0.17764795214410348,0.17697639334738527,0.079951376714754,0.0920821931407508,0.16108382651134162,0.1666125293008027
suining,power_start,event_row_permutation,486,455,347,3,7,102248,89315,0.8735134183553712,309709,288979,0.28838361171293053,0.30907090134577253,87971,0.9849521356994906,0.03290557434203681,0.000822001963292773,0.0201535761800279,-0.0017597529788442,0.016717967732194538,-0.0004793472156629746
suining,power_start,gaf_pca6,486,453,347,5,8,102248,89315,0.8735134183553712,309709,288979,0.28838361171293053,0.30907090134577253,87971,0.9849521356994906,0.3679895187261935,0.3309019892669496,0.3252899113394482,0.285568017871271,0.4447191264728349,0.42726846212445024
suining,power_start,gaf_signed_pca6,486,453,347,5,9,102248,89315,0.8735134183553712,309709,288979,0.28838361171293053,0.30907090134577253,87971,0.9849521356994906,0.3700082210939999,0.3344798536988639,0.3258939554895299,0.2908611279242675,0.4458057220306263,0.43005806796295964
suining,power_start,raw25,486,417,335,41,49,102248,89315,0.8735134183553712,309709,288979,0.28838361171293053,0.30907090134577253,86016,0.9630633152326037,0.5514924036325253,0.5660989248802802,0.6509140577879969,0.6904742121963606,0.6545538620655565,0.6826895414649873
suining,power_start,raw_pca6,486,417,335,41,49,102248,89315,0.8735134183553712,309709,288979,0.28838361171293053,0.30907090134577253,86016,0.9630633152326037,0.5454749884001593,0.5585080416373659,0.6385924659576155,0.6627185620057091,0.648653991249885,0.6759147097691851
suining,power_start,statistics9,486,451,347,7,26,102248,89315,0.8735134183553712,309709,288979,0.28838361171293053,0.30907090134577253,87971,0.9849521356994906,0.5658155974497906,0.5922102979102515,0.5568078242284318,0.6052098453155559,0.6414265558460549,0.6853215466962046
suining,power_start,within_event_time_permutation,486,387,321,71,25,102248,89315,0.8735134183553712,309709,288979,0.28838361171293053,0.30907090134577253,84720,0.9485528746571125,0.5040425917034473,0.5565408951174948,0.5677229822984526,0.677376724334439,0.5085485002387197,0.5781499854478279
yandun,amplitude_abs,event_row_permutation,513,480,417,0,2,811453,558155,0.6878463694138786,2378644,2145212,0.23465260038912927,0.2601864058190985,557370,0.9985935806362032,0.01341698576114353,-0.0015528453297493144,0.0043175886648178,-0.0006318881574936,0.002988685198125412,5.2289146972788866e-05
yandun,amplitude_abs,gaf_pca6,513,480,417,0,9,811453,558155,0.6878463694138786,2378644,2145212,0.23465260038912927,0.2601864058190985,557370,0.9985935806362032,0.4001617211953978,0.40456627222252783,0.3454010142811561,0.3574153294456023,0.5105727036129329,0.5212604106530169
yandun,amplitude_abs,gaf_signed_pca6,513,479,417,1,7,811453,558155,0.6878463694138786,2378644,2145212,0.23465260038912927,0.2601864058190985,557370,0.9985935806362032,0.4027891658030001,0.4096645590600823,0.350200459277403,0.361893312634891,0.512041269820309,0.524070812652142
yandun,amplitude_abs,raw25,513,476,417,4,4,811453,558155,0.6878463694138786,2378644,2145212,0.23465260038912927,0.2601864058190985,557370,0.9985935806362032,0.6942396580384531,0.7401693924067321,0.6917429566117254,0.763569823591502,0.7830580366342179,0.8258314144028411
yandun,amplitude_abs,raw_pca6,513,476,417,4,4,811453,558155,0.6878463694138786,2378644,2145212,0.23465260038912927,0.2601864058190985,557370,0.9985935806362032,0.6940169513410641,0.7402691246935809,0.688641906506231,0.76395228370767,0.7825469988022133,0.8254163920314728
yandun,amplitude_abs,statistics9,513,458,411,22,35,811453,558155,0.6878463694138786,2378644,2145212,0.23465260038912927,0.2601864058190985,556587,0.9971907445064543,0.5781746741667821,0.6279310560847413,0.5738631787259365,0.6655470867383656,0.7323091551824,0.7773761526656141
yandun,amplitude_abs,within_event_time_permutation,513,477,417,3,3,811453,558155,0.6878463694138786,2378644,2145212,0.23465260038912927,0.2601864058190985,557370,0.9985935806362032,0.5465879207994178,0.6948904567461816,0.5772292416836583,0.7461261873227623,0.5843341791086405,0.7403511262533636
yandun,direction,event_row_permutation,289,254,240,1,1,811453,791342,0.9752160630375388,2378644,2145212,0.3326861859109644,0.3688875505078286,791177,0.9997914934377299,0.00887522721918175,-0.0003711660661101102,0.0012500272593276,-0.00013515065206285,0.0012027750667625602,-2.5248560467865714e-05
yandun,direction,gaf_pca6,289,255,240,0,2,811453,791342,0.9752160630375388,2378644,2145212,0.3326861859109644,0.3688875505078286,791177,0.9997914934377299,0.24905682350791128,0.24343260045099252,0.20585177739049665,0.1920309368413568,0.3667314328901011,0.3744637072793676
yandun,direction,gaf_signed_pca6,289,255,240,0,2,811453,791342,0.9752160630375388,2378644,2145212,0.3326861859109644,0.3688875505078286,791177,0.9997914934377299,0.24972153581010245,0.24583225704161502,0.208516995902236,0.1949519063251723,0.3670208720941213,0.3757659772015782
yandun,direction,raw25,289,254,240,1,10,811453,791342,0.9752160630375388,2378644,2145212,0.3326861859109644,0.3688875505078286,791177,0.9997914934377299,0.15984621446821798,0.19722528706663528,0.07474305694353081,0.1010695359401776,0.2949653359921052,0.35567160604921816
yandun,direction,raw_pca6,289,254,240,1,10,811453,791342,0.9752160630375388,2378644,2145212,0.3326861859109644,0.3688875505078286,791177,0.9997914934377299,0.1588506562302123,0.1972861482681881,0.0735055381436405,0.10400264501227965,0.2946625077870653,0.3552212793065797
yandun,direction,statistics9,289,253,240,2,10,811453,791342,0.9752160630375388,2378644,2145212,0.3326861859109644,0.3688875505078286,791177,0.9997914934377299,0.4770284822423625,0.4968208902612116,0.4779586895256061,0.5165308089244315,0.5967897720739058,0.6380957749413064
yandun,direction,within_event_time_permutation,289,251,240,4,15,811453,791342,0.9752160630375388,2378644,2145212,0.3326861859109644,0.3688875505078286,791177,0.9997914934377299,0.07325494026922377,0.13028673328976934,0.0281751097822422,0.06667039787654536,0.11725899359303597,0.2129313415573608
yandun,duration_hours,event_row_permutation,329,200,176,1,5,811453,438801,0.540759600371186,2378644,2145212,0.18447527246616138,0.2045490142699183,438595,0.9995305389003215,0.013933716571134165,-0.0003195064880909162,0.0025395719435922,-0.00025953257978335,0.0015174197628898497,-6.120845736468017e-05
yandun,duration_hours,gaf_pca6,329,199,176,2,3,811453,438801,0.540759600371186,2378644,2145212,0.18447527246616138,0.2045490142699183,438595,0.9995305389003215,0.48549188874384813,0.4911188900493952,0.32212148526824835,0.35481390606769747,0.6223745861362775,0.631913939765493
yandun,duration_hours,gaf_signed_pca6,329,199,176,2,3,811453,438801,0.540759600371186,2378644,2145212,0.18447527246616138,0.2045490142699183,438595,0.9995305389003215,0.48808340819029694,0.4946619742231355,0.33120421921208243,0.36201837644256696,0.6241005877532916,0.6346720730891244
yandun,duration_hours,raw25,329,192,176,9,1,811453,438801,0.540759600371186,2378644,2145212,0.18447527246616138,0.2045490142699183,438595,0.9995305389003215,0.7629863472495675,0.7880421224471115,0.7358284393640202,0.8362102397639262,0.8001744369952035,0.8126531768411696
yandun,duration_hours,raw_pca6,329,192,176,9,1,811453,438801,0.540759600371186,2378644,2145212,0.18447527246616138,0.2045490142699183,438595,0.9995305389003215,0.7613918254937065,0.7866659036543983,0.7358284393640203,0.8270209226232905,0.7994462146923756,0.8124211300412546
yandun,duration_hours,statistics9,329,192,175,9,9,811453,438801,0.540759600371186,2378644,2145212,0.18447527246616138,0.2045490142699183,438550,0.999427986718353,0.6320850650621797,0.6423033078550986,0.6167335282050788,0.6832443347490874,0.7711253636178852,0.7953346327701237
yandun,duration_hours,within_event_time_permutation,329,192,176,9,1,811453,438801,0.540759600371186,2378644,2145212,0.18447527246616138,0.2045490142699183,438595,0.9995305389003215,0.5555943640855747,0.7020745943752132,0.5897418563450478,0.7689475876849452,0.5268492133826559,0.6856129026871209
yandun,joint_all_four,event_row_permutation,7519,3161,1605,38,172,811453,347316,0.428017395955157,2378644,2145212,0.14601428376839914,0.16190287952892302,330083,0.9503823607320135,0.04776682924792759,0.000945280464724556,0.0334279183441599,-0.001766371134279,0.01987445732383114,0.0005918312367965547
yandun,joint_all_four,gaf_pca6,7519,3048,1605,151,116,811453,347316,0.428017395955157,2378644,2145212,0.14601428376839914,0.16190287952892302,330083,0.9503823607320135,0.7563227780039801,0.7536277617613509,1.0,1.0,0.769788293564956,0.7763607867194156
yandun,joint_all_four,gaf_signed_pca6,7519,3048,1605,151,115,811453,347316,0.428017395955157,2378644,2145212,0.14601428376839914,0.16190287952892302,330083,0.9503823607320135,0.7570486370202654,0.7555102235084927,1.0,1.0,0.7703846861909392,0.7778270413097793
yandun,joint_all_four,raw25,7519,1968,1190,1231,170,811453,347316,0.428017395955157,2378644,2145212,0.14601428376839914,0.16190287952892302,272959,0.7859096615186171,0.6944378570541283,0.7180842452337624,1.0,1.0,0.7118054565935543,0.7323185336071956
yandun,joint_all_four,raw_pca6,7519,1983,1201,1216,170,811453,347316,0.428017395955157,2378644,2145212,0.14601428376839914,0.16190287952892302,275065,0.7919733038500961,0.6957002642686709,0.7197205233932329,1.0,1.0,0.7135469082031168,0.733981297350277
yandun,joint_all_four,statistics9,7519,2183,1342,1016,173,811453,347316,0.428017395955157,2378644,2145212,0.14601428376839914,0.16190287952892302,297917,0.8577692936691659,0.8209660839274543,0.8412443900666841,1.0,1.0,0.8301328191270138,0.8523525775564668
yandun,joint_all_four,within_event_time_permutation,7519,1967,1157,1232,289,811453,347316,0.428017395955157,2378644,2145212,0.14601428376839914,0.16190287952892302,263158,0.7576904029759642,0.22460955694276824,0.2523224258077251,0.0859353631269548,0.0983498098813861,0.15603566443978797,0.205830312468001
yandun,power_start,event_row_permutation,507,486,427,0,5,811453,723809,0.8919912798399907,2378644,2145212,0.3042947998943936,0.3374067458134674,723110,0.9990342756169099,0.012032053969371225,-0.0005471036974904313,0.0035625436363707,-6.010581393920233e-05,0.0023919800595907717,4.625002724270101e-05
yandun,power_start,gaf_pca6,507,486,427,0,6,811453,723809,0.8919912798399907,2378644,2145212,0.3042947998943936,0.3374067458134674,723110,0.9990342756169099,0.33266705114866946,0.33512237330267625,0.2846990603536071,0.2939497509624721,0.42026543947346756,0.42622804467097236
yandun,power_start,gaf_signed_pca6,507,486,427,0,6,811453,723809,0.8919912798399907,2378644,2145212,0.3042947998943936,0.3374067458134674,723110,0.9990342756169099,0.3336629020207634,0.33812182717549244,0.2837828538107576,0.2989000835731737,0.42127921718720657,0.4282868111989392
yandun,power_start,raw25,507,449,420,37,36,811453,723809,0.8919912798399907,2378644,2145212,0.3042947998943936,0.3374067458134674,722400,0.9980533538544009,0.5519496581056468,0.5991971213119143,0.5893501638412137,0.6752611277267779,0.6311619244640096,0.6436153738196643
yandun,power_start,raw_pca6,507,449,420,37,36,811453,723809,0.8919912798399907,2378644,2145212,0.3042947998943936,0.3374067458134674,722400,0.9980533538544009,0.550162679653184,0.5982243877437914,0.5880979317514726,0.6757178323957389,0.6293832687785796,0.6432570689483741
yandun,power_start,statistics9,507,482,427,4,20,811453,723809,0.8919912798399907,2378644,2145212,0.3042947998943936,0.3374067458134674,723110,0.9990342756169099,0.4933171509750009,0.5143628287662833,0.4970965712775596,0.5431408389883772,0.6323089533616638,0.6836930018254258
yandun,power_start,within_event_time_permutation,507,420,400,66,28,811453,723809,0.8919912798399907,2378644,2145212,0.3042947998943936,0.3374067458134674,715545,0.9885826233163721,0.4972114857056674,0.6187057146051205,0.5608534058882688,0.8176754041132701,0.4580282155464285,0.5360987807364037
