site,conditioning,representation,strata,defined_strata,strata_n_ge_30,both_constant_strata,one_side_constant_strata,original_matched_pairs,retained_pairs,retained_pair_fraction,catalogue_left_views,catalogue_right_views,conditional_left_coverage,conditional_right_coverage,scored_pairs_n_ge_30,scored_fraction_of_retained,equal_stratum_nmi_n_ge_30,equal_stratum_ari_n_ge_30,median_nmi_n_ge_30,median_ari_n_ge_30,pair_weighted_nmi_n_ge_30,pair_weighted_ari_n_ge_30
hill,duration_hours,raw_pca6,320,178,145,6,0,243684,131317,0.5388823230084864,736758,671034,0.17823627296887173,0.19569351180417088,131013,0.9976849912806415,0.7824362488876718,0.8057480362791491,0.7840136487612388,0.8598783974193431,0.8363336935678729,0.8518138447944048
hill,duration_hours,statistics9,320,178,145,6,7,243684,131317,0.5388823230084864,736758,671034,0.17823627296887173,0.19569351180417088,131013,0.9976849912806415,0.6808454153719213,0.6886478779348963,0.675119550241531,0.7488237928361612,0.8039427513969792,0.8199007042940781
hill,duration_hours,within_event_time_permutation,320,178,145,6,0,243684,131317,0.5388823230084864,736758,671034,0.17823627296887173,0.19569351180417088,131013,0.9976849912806415,0.6084469246385796,0.7269367184460153,0.6301208356697918,0.7467373287288723,0.5821041890168416,0.7154824704673552
hill,joint_all_four,event_row_permutation,6765,2727,969,36,178,243684,104335,0.4281569573710215,736758,671034,0.14161366418824092,0.155483924808579,84792,0.8126898931326976,0.05905393091274229,-0.0006402046169814038,0.0491644500897357,-0.0031403183559759,0.04232306159346681,8.198147697264873e-05
hill,joint_all_four,gaf_pca6,6765,2652,969,111,110,243684,104335,0.4281569573710215,736758,671034,0.14161366418824092,0.155483924808579,84792,0.8126898931326976,0.8531702640677769,0.84142590926169,1.0,1.0,0.8754574302937619,0.8695505048585683
hill,joint_all_four,gaf_signed_pca6,6765,2654,969,109,107,243684,104335,0.4281569573710215,736758,671034,0.14161366418824092,0.155483924808579,84792,0.8126898931326976,0.8535379631878102,0.8423099248917867,1.0,1.0,0.8758055161914224,0.8703124499408297
hill,joint_all_four,raw25,6765,1541,679,1222,194,243684,104335,0.4281569573710215,736758,671034,0.14161366418824092,0.155483924808579,62549,0.5995016054056644,0.7974628715052202,0.8146894016435289,1.0,1.0,0.8301569278315252,0.8449872755351174
hill,joint_all_four,raw_pca6,6765,1551,681,1212,195,243684,104335,0.4281569573710215,736758,671034,0.14161366418824092,0.155483924808579,62631,0.6002875353428859,0.7951587099774251,0.8121577835193937,1.0,1.0,0.8288420033624835,0.8432944537615648
hill,joint_all_four,statistics9,6765,1731,811,1032,133,243684,104335,0.4281569573710215,736758,671034,0.14161366418824092,0.155483924808579,72045,0.6905161259404802,0.8794844144389586,0.8914483528431328,1.0,1.0,0.8998576550835602,0.9116167945679302
hill,joint_all_four,within_event_time_permutation,6765,1628,682,1135,311,243684,104335,0.4281569573710215,736758,671034,0.14161366418824092,0.155483924808579,64837,0.6214309675564288,0.1917732659227273,0.2135057106088336,0.0847591485248988,0.10840308834379919,0.1773861248533053,0.21486539686564474
hill,power_start,event_row_permutation,495,470,389,1,5,243684,214671,0.8809400699266263,736758,671034,0.29137247237220365,0.31991076458122836,213626,0.9951320858429876,0.019424471994009238,-0.00040709708795531126,0.009551282426739,-0.0011530462162069,0.007381934084846985,-0.0002859883702299481
hill,power_start,gaf_pca6,495,468,389,3,7,243684,214671,0.8809400699266263,736758,671034,0.29137247237220365,0.31991076458122836,213626,0.9951320858429876,0.343074246695826,0.3151371420804472,0.2934662077458213,0.2573497266401572,0.4379105807056932,0.4313567565764718
hill,power_start,gaf_signed_pca6,495,468,389,3,7,243684,214671,0.8809400699266263,736758,671034,0.29137247237220365,0.31991076458122836,213626,0.9951320858429876,0.3447614266452796,0.31834267677208977,0.2984657419072087,0.2621302611221475,0.43926103324788407,0.43385204136013505
hill,power_start,raw25,495,454,387,17,30,243684,214671,0.8809400699266263,736758,671034,0.29137247237220365,0.31991076458122836,213533,0.9946988647744689,0.5352865941425001,0.5524063287897196,0.6218597185151806,0.6594405621406639,0.6329626153479075,0.6600952028658155
hill,power_start,raw_pca6,495,454,387,17,30,243684,214671,0.8809400699266263,736758,671034,0.29137247237220365,0.31991076458122836,213533,0.9946988647744689,0.5339122971758729,0.5499112217807429,0.621514539963146,0.6608204055958801,0.6315876365521182,0.6575093156413153
hill,power_start,statistics9,495,467,389,4,22,243684,214671,0.8809400699266263,736758,671034,0.29137247237220365,0.31991076458122836,213626,0.9951320858429876,0.5386964280342691,0.549943793512629,0.5316259520572673,0.5656652571639711,0.6320045798530227,0.6731938238287244
hill,power_start,within_event_time_permutation,495,439,381,32,28,243684,214671,0.8809400699266263,736758,671034,0.29137247237220365,0.31991076458122836,212431,0.989565428027074,0.46557349213155313,0.5389924879550188,0.5515290150026743,0.6530612244897959,0.47569053230107416,0.5612382277497022
lahaute,amplitude_abs,event_row_permutation,484,407,212,5,16,34042,20627,0.6059279713295341,107510,105194,0.19186122221188726,0.19608532806053577,17965,0.870945847675377,0.05584549400584681,-0.002264570310935673,0.04310335297785655,-0.0038950731474615002,0.04245474812781971,-0.0014360436596944127
lahaute,amplitude_abs,gaf_pca6,484,401,212,11,20,34042,20627,0.6059279713295341,107510,105194,0.19186122221188726,0.19608532806053577,17965,0.870945847675377,0.513858131699583,0.4577000409592758,0.46807217198439366,0.4140334888355832,0.6029186436062188,0.5729929801867599
lahaute,amplitude_abs,gaf_signed_pca6,484,401,212,11,21,34042,20627,0.6059279713295341,107510,105194,0.19186122221188726,0.19608532806053577,17965,0.870945847675377,0.5150101358545339,0.4615305083570986,0.460566687582767,0.41320627640225394,0.6032979126453998,0.5757266270031071
lahaute,amplitude_abs,raw25,484,402,212,10,4,34042,20627,0.6059279713295341,107510,105194,0.19186122221188726,0.19608532806053577,17965,0.870945847675377,0.8420717179913131,0.873465223359886,0.828211948670723,0.8840817032070043,0.8768091678973653,0.9091914584229173
lahaute,amplitude_abs,raw_pca6,484,402,212,10,4,34042,20627,0.6059279713295341,107510,105194,0.19186122221188726,0.19608532806053577,17965,0.870945847675377,0.8412356895024072,0.8724496984522305,0.8289192852199206,0.8882269806493172,0.8764356161098747,0.908538798947156
