group,site,config_a,config_b,representation,legacy_matched_pairs,legacy_nmi_sklearn,legacy_ari_sklearn,metric_status,stored_pairs,stored_nmi,stored_ari,nmi_abs_diff,ari_abs_diff
suining,suining,mean_shift_2h,sda_florita2013_0.025,statistics9,0,,,INSUFFICIENT_SUPPORT,-1,,,,
suining,suining,mean_shift_2h,sda_florita2013_0.025,raw_pca6,0,,,INSUFFICIENT_SUPPORT,-1,,,,
suining,suining,mean_shift_2h,sda_florita2013_0.025,gaf_pca6,0,,,INSUFFICIENT_SUPPORT,-1,,,,
suining,suining,mean_shift_2h,sda_florita2013_0.025,gaf_signed_pca6,0,,,INSUFFICIENT_SUPPORT,-1,,,,
suining,suining,mean_shift_2h,sda_florita2013_0.025,event_row_permutation,0,,,INSUFFICIENT_SUPPORT,-1,,,,
suining,suining,mean_shift_2h,sda_florita2013_0.025,within_event_time_permutation,0,,,INSUFFICIENT_SUPPORT,-1,,,,
suining,suining,mean_shift_2h,threshold_1h,raw25,0,,,INSUFFICIENT_SUPPORT,-1,,,,
suining,suining,mean_shift_2h,threshold_1h,statistics9,0,,,INSUFFICIENT_SUPPORT,-1,,,,
suining,suining,mean_shift_2h,threshold_1h,raw_pca6,0,,,INSUFFICIENT_SUPPORT,-1,,,,
suining,suining,mean_shift_2h,threshold_1h,gaf_pca6,0,,,INSUFFICIENT_SUPPORT,-1,,,,
suining,suining,mean_shift_2h,threshold_1h,gaf_signed_pca6,0,,,INSUFFICIENT_SUPPORT,-1,,,,
suining,suining,mean_shift_2h,threshold_1h,event_row_permutation,0,,,INSUFFICIENT_SUPPORT,-1,,,,
suining,suining,mean_shift_2h,threshold_1h,within_event_time_permutation,0,,,INSUFFICIENT_SUPPORT,-1,,,,
suining,suining,mean_shift_2h,threshold_2h,raw25,287,0.7305695645541326,0.7713699571251958,VALID,287,0.7305695645541326,0.7713699571251958,0.0,0.0
suining,suining,mean_shift_2h,threshold_2h,statistics9,287,0.641019495269889,0.5753336713065298,VALID,287,0.6410194952698893,0.5753336713065298,3.3306690738754696e-16,0.0
suining,suining,mean_shift_2h,threshold_2h,raw_pca6,287,0.7305695645541326,0.7713699571251958,VALID,287,0.7305695645541326,0.7713699571251958,0.0,0.0
suining,suining,mean_shift_2h,threshold_2h,gaf_pca6,287,0.4403144312728256,0.5125622565836352,VALID,287,0.4403144312728251,0.5125622565836353,4.996003610813204e-16,1.1102230246251565e-16
suining,suining,mean_shift_2h,threshold_2h,gaf_signed_pca6,287,0.4461437828616367,0.5290155274414897,VALID,287,0.4461437828616358,0.5290155274414898,8.881784197001252e-16,1.1102230246251565e-16
suining,suining,mean_shift_2h,threshold_2h,event_row_permutation,287,0.017525814288969915,0.016457603687907385,VALID,287,0.0175258142889696,0.0164576036879073,3.157196726277789e-16,8.673617379884035e-17
suining,suining,mean_shift_2h,threshold_2h,within_event_time_permutation,287,0.6181591042379501,0.7228407324444152,VALID,287,0.6181591042379496,0.722840732444415,4.440892098500626e-16,1.1102230246251565e-16
suining,suining,mean_shift_2h,threshold_4h,raw25,285,0.5924504024840318,0.5569801424071417,VALID,285,0.592450402484032,0.5569801424071417,2.220446049250313e-16,0.0
suining,suining,mean_shift_2h,threshold_4h,statistics9,285,0.5207303032094988,0.39998644846747766,VALID,285,0.5207303032094983,0.3999864484674777,4.440892098500626e-16,5.551115123125783e-17
suining,suining,mean_shift_2h,threshold_4h,raw_pca6,285,0.5920103962980092,0.5579805463536717,VALID,285,0.5920103962980094,0.5579805463536717,2.220446049250313e-16,0.0
