site_id,turbine_id,file,rows,power_valid_rows,wind_valid_rows,interval_minutes,first_index,last_index,scale_basis,file_bytes
WF07,T054,tables/WF07/T054.parquet,35089,32441,32441,30,0,35088,whole_archive_q995_halfhour_available_mean,428894
WF07,T055,tables/WF07/T055.parquet,35089,32164,32164,30,0,35088,whole_archive_q995_halfhour_available_mean,422835
WF07,T056,tables/WF07/T056.parquet,35089,32367,32367,30,0,35088,whole_archive_q995_halfhour_available_mean,414751
WF07,T057,tables/WF07/T057.parquet,35089,32370,32370,30,0,35088,whole_archive_q995_halfhour_available_mean,428785
WF07,T058,tables/WF07/T058.parquet,35089,32283,32283,30,0,35088,whole_archive_q995_halfhour_available_mean,430002
WF07,T059,tables/WF07/T059.parquet,35089,32436,32436,30,0,35088,whole_archive_q995_halfhour_available_mean,423135
WF07,T060,tables/WF07/T060.parquet,35089,32154,32154,30,0,35088,whole_archive_q995_halfhour_available_mean,417765
WF07,T061,tables/WF07/T061.parquet,35089,32320,32320,30,0,35088,whole_archive_q995_halfhour_available_mean,420240
WF07,T062,tables/WF07/T062.parquet,35089,32242,32242,30,0,35088,whole_archive_q995_halfhour_available_mean,420545
WF07,T063,tables/WF07/T063.parquet,35089,32226,32226,30,0,35088,whole_archive_q995_halfhour_available_mean,424127
WF07,T064,tables/WF07/T064.parquet,35089,32259,32259,30,0,35088,whole_archive_q995_halfhour_available_mean,414263
WF07,T065,tables/WF07/T065.parquet,35089,32210,32210,30,0,35088,whole_archive_q995_halfhour_available_mean,412899
WF07,T066,tables/WF07/T066.parquet,35089,32308,32308,30,0,35088,whole_archive_q995_halfhour_available_mean,430064
WF07,T067,tables/WF07/T067.parquet,35089,32092,32092,30,0,35088,whole_archive_q995_halfhour_available_mean,435686
WF07,T068,tables/WF07/T068.parquet,35089,32407,32407,30,0,35088,whole_archive_q995_halfhour_available_mean,431593
WF07,T069,tables/WF07/T069.parquet,35089,32410,32410,30,0,35088,whole_archive_q995_halfhour_available_mean,424830
WF07,T070,tables/WF07/T070.parquet,35089,32346,32346,30,0,35088,whole_archive_q995_halfhour_available_mean,426916
WF07,T071,tables/WF07/T071.parquet,35089,32158,32158,30,0,35088,whole_archive_q995_halfhour_available_mean,420280
WF07,T072,tables/WF07/T072.parquet,35089,32191,32191,30,0,35088,whole_archive_q995_halfhour_available_mean,421012
WF07,T073,tables/WF07/T073.parquet,35089,32431,32431,30,0,35088,whole_archive_q995_halfhour_available_mean,424131
WF07,T074,tables/WF07/T074.parquet,35089,32404,32404,30,0,35088,whole_archive_q995_halfhour_available_mean,421403
WF07,T075,tables/WF07/T075.parquet,35089,32207,32207,30,0,35088,whole_archive_q995_halfhour_available_mean,420867
WF07,T076,tables/WF07/T076.parquet,35089,32407,32407,30,0,35088,whole_archive_q995_halfhour_available_mean,419057
WF07,T077,tables/WF07/T077.parquet,35089,32468,32468,30,0,35088,whole_archive_q995_halfhour_available_mean,423056
WF07,T078,tables/WF07/T078.parquet,35089,32207,32207,30,0,35088,whole_archive_q995_halfhour_available_mean,418422
WF07,T079,tables/WF07/T079.parquet,35089,32297,32297,30,0,35088,whole_archive_q995_halfhour_available_mean,418538
WF07,T080,tables/WF07/T080.parquet,35089,32123,32123,30,0,35088,whole_archive_q995_halfhour_available_mean,411116
WF07,T081,tables/WF07/T081.parquet,35089,32389,32389,30,0,35088,whole_archive_q995_halfhour_available_mean,417158
WF07,T082,tables/WF07/T082.parquet,35089,32324,32324,30,0,35088,whole_archive_q995_halfhour_available_mean,413571
WF07,T083,tables/WF07/T083.parquet,35089,29288,29288,30,0,35088,whole_archive_q995_halfhour_available_mean,389440
WF07,T084,tables/WF07/T084.parquet,35089,32243,32243,30,0,35088,whole_archive_q995_halfhour_available_mean,431050
WF07,T085,tables/WF07/T085.parquet,35089,32140,32140,30,0,35088,whole_archive_q995_halfhour_available_mean,416989
WF07,T086,tables/WF07/T086.parquet,35089,32181,32181,30,0,35088,whole_archive_q995_halfhour_available_mean,422580
WF07,T087,tables/WF07/T087.parquet,35089,32160,32160,30,0,35088,whole_archive_q995_halfhour_available_mean,420271
WF07,T088,tables/WF07/T088.parquet,35089,32353,32353,30,0,35088,whole_archive_q995_halfhour_available_mean,421354
WF07,T089,tables/WF07/T089.parquet,35089,32283,32283,30,0,35088,whole_archive_q995_halfhour_available_mean,418233
WF07,T090,tables/WF07/T090.parquet,35089,32061,32061,30,0,35088,whole_archive_q995_halfhour_available_mean,425222
WF07,T091,tables/WF07/T091.parquet,35089,32334,32334,30,0,35088,whole_archive_q995_halfhour_available_mean,424116
WF07,T092,tables/WF07/T092.parquet,35089,32346,32346,30,0,35088,whole_archive_q995_halfhour_available_mean,411367
WF07,T093,tables/WF07/T093.parquet,35089,32230,32230,30,0,35088,whole_archive_q995_halfhour_available_mean,406499
WF07,T094,tables/WF07/T094.parquet,35089,32246,32246,30,0,35088,whole_archive_q995_halfhour_available_mean,416400
WF07,T095,tables/WF07/T095.parquet,35089,32362,32362,30,0,35088,whole_archive_q995_halfhour_available_mean,415120
WF07,T096,tables/WF07/T096.parquet,35089,32353,32353,30,0,35088,whole_archive_q995_halfhour_available_mean,400425
WF07,T097,tables/WF07/T097.parquet,35089,32441,32441,30,0,35088,whole_archive_q995_halfhour_available_mean,405106
WF07,T098,tables/WF07/T098.parquet,35089,32439,32439,30,0,35088,whole_archive_q995_halfhour_available_mean,415239
WF07,T099,tables/WF07/T099.parquet,35089,32410,32410,30,0,35088,whole_archive_q995_halfhour_available_mean,405919
WF07,T100,tables/WF07/T100.parquet,35089,32358,32358,30,0,35088,whole_archive_q995_halfhour_available_mean,397871
WF07,T101,tables/WF07/T101.parquet,35089,32350,32350,30,0,35088,whole_archive_q995_halfhour_available_mean,416421
WF07,T102,tables/WF07/T102.parquet,35089,32234,32234,30,0,35088,whole_archive_q995_halfhour_available_mean,416378
WF07,T103,tables/WF07/T103.parquet,35089,32315,32315,30,0,35088,whole_archive_q995_halfhour_available_mean,425494
WF07,T104,tables/WF07/T104.parquet,35089,32326,32326,30,0,35088,whole_archive_q995_halfhour_available_mean,418397
WF07,T105,tables/WF07/T105.parquet,35089,32286,32286,30,0,35088,whole_archive_q995_halfhour_available_mean,422046
WF07,T106,tables/WF07/T106.parquet,35089,32320,32320,30,0,35088,whole_archive_q995_halfhour_available_mean,412698
WF07,T107,tables/WF07/T107.parquet,35089,32289,32289,30,0,35088,whole_archive_q995_halfhour_available_mean,422273
WF07,T108,tables/WF07/T108.parquet,35089,32157,32157,30,0,35088,whole_archive_q995_halfhour_available_mean,415200
WF07,T109,tables/WF07/T109.parquet,35089,32308,32308,30,0,35088,whole_archive_q995_halfhour_available_mean,428490
WF07,T110,tables/WF07/T110.parquet,35089,32325,32325,30,0,35088,whole_archive_q995_halfhour_available_mean,430373
WF07,T111,tables/WF07/T111.parquet,35089,32379,32379,30,0,35088,whole_archive_q995_halfhour_available_mean,425767
WF07,T112,tables/WF07/T112.parquet,35089,32267,32267,30,0,35088,whole_archive_q995_halfhour_available_mean,418922
WF07,T113,tables/WF07/T113.parquet,35089,32445,32445,30,0,35088,whole_archive_q995_halfhour_available_mean,417638
WF07,T114,tables/WF07/T114.parquet,35089,32154,32154,30,0,35088,whole_archive_q995_halfhour_available_mean,418522
WF07,T115,tables/WF07/T115.parquet,35089,32326,32326,30,0,35088,whole_archive_q995_halfhour_available_mean,402136
WF07,T116,tables/WF07/T116.parquet,35089,32377,32377,30,0,35088,whole_archive_q995_halfhour_available_mean,409803
WF07,T117,tables/WF07/T117.parquet,35089,32286,32286,30,0,35088,whole_archive_q995_halfhour_available_mean,414676
WF07,T118,tables/WF07/T118.parquet,35089,32404,32404,30,0,35088,whole_archive_q995_halfhour_available_mean,415616
WF07,T119,tables/WF07/T119.parquet,35089,32246,32246,30,0,35088,whole_archive_q995_halfhour_available_mean,423131
WF07,T120,tables/WF07/T120.parquet,35089,32396,32396,30,0,35088,whole_archive_q995_halfhour_available_mean,421254
WF07,T121,tables/WF07/T121.parquet,35089,32178,32178,30,0,35088,whole_archive_q995_halfhour_available_mean,417159
WF07,T122,tables/WF07/T122.parquet,35089,32278,32278,30,0,35088,whole_archive_q995_halfhour_available_mean,408580
WF07,T123,tables/WF07/T123.parquet,35089,32437,32437,30,0,35088,whole_archive_q995_halfhour_available_mean,409973
WF07,T124,tables/WF07/T124.parquet,35089,32408,32408,30,0,35088,whole_archive_q995_halfhour_available_mean,409711
WF07,T125,tables/WF07/T125.parquet,35089,32197,32197,30,0,35088,whole_archive_q995_halfhour_available_mean,409052
WF07,T126,tables/WF07/T126.parquet,35089,31096,31096,30,0,35088,whole_archive_q995_halfhour_available_mean,407910
WF07,T127,tables/WF07/T127.parquet,35089,31880,31880,30,0,35088,whole_archive_q995_halfhour_available_mean,415174
WF07,T128,tables/WF07/T128.parquet,35089,32319,32319,30,0,35088,whole_archive_q995_halfhour_available_mean,422492
WF07,T129,tables/WF07/T129.parquet,35089,32373,32373,30,0,35088,whole_archive_q995_halfhour_available_mean,423601
WF07,T130,tables/WF07/T130.parquet,35089,32374,32374,30,0,35088,whole_archive_q995_halfhour_available_mean,419361
WF07,T131,tables/WF07/T131.parquet,35089,32413,32413,30,0,35088,whole_archive_q995_halfhour_available_mean,424705
WF07,T132,tables/WF07/T132.parquet,35089,32401,32401,30,0,35088,whole_archive_q995_halfhour_available_mean,435574
WF07,T133,tables/WF07/T133.parquet,35089,32417,32417,30,0,35088,whole_archive_q995_halfhour_available_mean,415640
WF07,T134,tables/WF07/T134.parquet,35089,32276,32276,30,0,35088,whole_archive_q995_halfhour_available_mean,426158
