site,left_minutes,right_minutes,config,left_events,right_events,matched_pairs,left_coverage,right_coverage,nmi,ari,agreement,informative,prototype,normalization,block_days,occupied_blocks,bootstrap_valid_nmi,bootstrap_valid_ari,nmi_low,nmi_high,ari_low,ari_high,coverage
yandun,30,60,adaptive_corridor,22212,14998,8141,0.366513596254277,0.542805707427657,0.7424785639678791,0.8317423371033222,0.9549195430536788,True,pizhou_raw25_kmeans_k4_s41_frozen,fixed_30min_training_reference,7,7,2000.0,2000.0,0.7074097213480597,0.7874206915569627,0.7987115928613636,0.8699372175813717,0.366513596254277
yandun,30,60,endpoint_corridor_0.025,21517,14885,9401,0.4369103499558489,0.6315754114880753,0.6731078167535373,0.7663505867412821,0.93713434740985,True,pizhou_raw25_kmeans_k4_s41_frozen,fixed_30min_training_reference,7,7,2000.0,2000.0,0.6463929107778633,0.7136254044488723,0.7400234704479414,0.8031740712823766,0.4369103499558489
yandun,30,60,endpoint_corridor_0.050,23041,15890,9589,0.4161711731261664,0.6034612964128383,0.7186186405042579,0.8082738573216581,0.9490040671602878,True,pizhou_raw25_kmeans_k4_s41_frozen,fixed_30min_training_reference,7,7,2000.0,2000.0,0.6892363362071022,0.7629209352528727,0.7802408295636881,0.8464965256984677,0.4161711731261664
yandun,30,60,endpoint_corridor_0.100,23500,16028,9386,0.3994042553191489,0.5856001996506114,0.7836115261723077,0.8671108687481272,0.9649477945876838,True,pizhou_raw25_kmeans_k4_s41_frozen,fixed_30min_training_reference,7,7,2000.0,2000.0,0.7532961001939856,0.8262861286137416,0.8424417347443364,0.90119425223465,0.3994042553191489
yandun,30,60,financial_tail_120min,11791,10133,9223,0.7822067678738021,0.9101944142899436,0.7543675536203616,0.8224621601634401,0.9042610864143988,True,pizhou_raw25_kmeans_k4_s41_frozen,fixed_30min_training_reference,7,7,2000.0,2000.0,0.7237570727874599,0.7858193600252478,0.7937862936364093,0.8526270608777566,0.7822067678738021
yandun,30,60,financial_tail_240min,9292,8176,7706,0.8293155402496771,0.9425146771037182,0.6575506165256548,0.7425316850443072,0.8603685439916948,True,pizhou_raw25_kmeans_k4_s41_frozen,fixed_30min_training_reference,7,7,2000.0,2000.0,0.6246277287532779,0.7047793446807504,0.7093106241418491,0.786577567492363,0.8293155402496771
yandun,30,60,financial_tail_60min,16278,12346,8333,0.5119179260351394,0.6749554511582699,0.8674261559808021,0.9182546524572596,0.9617184687387496,True,pizhou_raw25_kmeans_k4_s41_frozen,fixed_30min_training_reference,7,7,2000.0,2000.0,0.8401847781181979,0.9027665448552492,0.8985246360655675,0.9436223511748464,0.5119179260351394
yandun,30,60,mean_shift_120min,9934,9435,9067,0.9127239782564928,0.9609962904080552,0.5787169361720531,0.5432167366624322,0.6999007389434212,True,pizhou_raw25_kmeans_k4_s41_frozen,fixed_30min_training_reference,7,7,2000.0,2000.0,0.5609359388129982,0.6017899089556158,0.5021238183959588,0.5883237329877433,0.9127239782564928
yandun,30,60,mean_shift_240min,6302,6170,6099,0.9677880038083148,0.9884927066450568,0.6022401099248542,0.6071814769320905,0.8027545499262174,True,pizhou_raw25_kmeans_k4_s41_frozen,fixed_30min_training_reference,7,7,2000.0,2000.0,0.5796962246602854,0.6311742492617128,0.5707338346312643,0.6419701100198301,0.9677880038083148
yandun,30,60,mean_shift_60min,13381,11440,9144,0.6833569987295419,0.7993006993006992,0.7524131684706354,0.7569215400521152,0.8597987751531059,True,pizhou_raw25_kmeans_k4_s41_frozen,fixed_30min_training_reference,7,7,2000.0,2000.0,0.7421791094325093,0.7685675941143368,0.7371081628385878,0.7786312231937192,0.6833569987295419
yandun,30,60,opsda_cui2015_120min_0.025,18647,7786,5505,0.295221751488175,0.7070382738248138,0.5442991276439446,0.6948085519719951,0.8824704813805632,True,pizhou_raw25_kmeans_k4_s41_frozen,fixed_30min_training_reference,7,7,2000.0,2000.0,0.5361259707561457,0.5541000025976618,0.6839112653313945,0.7044189687957176,0.295221751488175
yandun,30,60,opsda_cui2015_240min_0.025,27205,13002,9571,0.3518103289836427,0.7361175203814798,0.5928544559539408,0.7410059226941628,0.8961446034897085,True,pizhou_raw25_kmeans_k4_s41_frozen,fixed_30min_training_reference,7,7,2000.0,2000.0,0.5804990067875221,0.611877740917139,0.7323351558221758,0.7550670233506479,0.3518103289836427
yandun,30,60,opsda_cui2015_60min_0.025,10472,0,0,0.0,,,,,False,pizhou_raw25_kmeans_k4_s41_frozen,fixed_30min_training_reference,7,0,,,,,,,0.0
yandun,30,60,sda_florita2013_0.025,16141,10820,6063,0.3756272845548603,0.5603512014787431,0.5934433152591391,0.7385120904020948,0.9043377865743032,True,pizhou_raw25_kmeans_k4_s41_frozen,fixed_30min_training_reference,7,7,2000.0,2000.0,0.568557444574022,0.6189404010652984,0.7115184446132917,0.7588846572828613,0.3756272845548603
yandun,30,60,threshold_120min,16336,12752,12212,0.7475514201762977,0.9576537013801756,0.7303931723695601,0.7859147963371685,0.8800360301342941,True,pizhou_raw25_kmeans_k4_s41_frozen,fixed_30min_training_reference,7,7,2000.0,2000.0,0.7159444128602267,0.7530143651465139,0.7703883925794357,0.8099343557383388,0.7475514201762977
yandun,30,60,threshold_240min,13319,10972,10730,0.8056160372400331,0.9779438570907764,0.6242191539389237,0.6869683049911137,0.8277726001863933,True,pizhou_raw25_kmeans_k4_s41_frozen,fixed_30min_training_reference,7,7,2000.0,2000.0,0.5956310745291661,0.6745202779913364,0.6335448681798241,0.7509658614130404,0.8056160372400331
yandun,30,60,threshold_60min,18342,11440,8798,0.4796641587613128,0.769055944055944,0.8781269612695225,0.9205053468402292,0.960218231416231,True,pizhou_raw25_kmeans_k4_s41_frozen,fixed_30min_training_reference,7,7,2000.0,2000.0,0.86469943365387,0.8918348810501947,0.9101050154044664,0.9303007410255454,0.4796641587613128
lahaute,30,60,adaptive_corridor,1229,826,399,0.3246541903986981,0.4830508474576271,0.92897463080674,0.960201841465,0.9899749373433584,True,pizhou_raw25_kmeans_k4_s41_frozen,fixed_30min_training_reference,7,20,2000.0,2000.0,0.8702252171071818,1.0,0.9151127715581716,1.0,0.3246541903986981
lahaute,30,60,endpoint_corridor_0.025,926,650,317,0.3423326133909287,0.4876923076923077,0.7646978333602495,0.8306143526598379,0.9558359621451104,True,pizhou_raw25_kmeans_k4_s41_frozen,fixed_30min_training_reference,7,19,2000.0,2000.0,0.6700325065836675,0.8927648176841303,0.7396371885172196,0.9340076809725476,0.3423326133909287
lahaute,30,60,endpoint_corridor_0.050,1230,844,434,0.3528455284552845,0.514218009478673,0.854163708283933,0.9009593920380936,0.9746543778801844,True,pizhou_raw25_kmeans_k4_s41_frozen,fixed_30min_training_reference,7,20,2000.0,2000.0,0.7859910146709014,0.9495810136771136,0.8359025237865289,0.9740384502575824,0.3528455284552845
lahaute,30,60,endpoint_corridor_0.100,1389,890,495,0.3563714902807775,0.5561797752808989,0.9285015417470918,0.9599231252467813,0.98989898989899,True,pizhou_raw25_kmeans_k4_s41_frozen,fixed_30min_training_reference,7,21,2000.0,2000.0,0.864308002404309,1.0,0.9096915995628267,1.0,0.3563714902807775
lahaute,30,60,financial_tail_120min,570,453,391,0.6859649122807018,0.8631346578366446,0.7932436912676298,0.8547350000458668,0.9258312020460358,True,pizhou_raw25_kmeans_k4_s41_frozen,fixed_30min_training_reference,7,18,2000.0,2000.0,0.7405516285535331,0.8605189974802144,0.7793440547421667,0.9110777657358065,0.6859649122807018
lahaute,30,60,financial_tail_240min,373,325,297,0.7962466487935657,0.913846153846154,0.7262331703988689,0.8027172808028212,0.898989898989899,True,pizhou_raw25_kmeans_k4_s41_frozen,fixed_30min_training_reference,7,17,2000.0,2000.0,0.6781199356238439,0.7919229345011192,0.742992585415588,0.8608765347126415,0.7962466487935657
lahaute,30,60,financial_tail_60min,767,558,334,0.4354628422425032,0.5985663082437276,0.9689920449083428,0.984140821160336,0.9910179640718564,True,pizhou_raw25_kmeans_k4_s41_frozen,fixed_30min_training_reference,7,17,2000.0,2000.0,0.9444755359610691,1.0,0.9648563293854582,1.0,0.4354628422425032
lahaute,30,60,mean_shift_120min,495,437,430,0.8686868686868687,0.9839816933638444,0.6436094649361519,0.6052939743624813,0.7627906976744186,True,pizhou_raw25_kmeans_k4_s41_frozen,fixed_30min_training_reference,7,21,2000.0,2000.0,0.6167985704884961,0.6796991167358709,0.5592884547127416,0.6619924742481103,0.8686868686868687
lahaute,30,60,mean_shift_240min,286,283,278,0.972027972027972,0.9823321554770318,0.598399204619559,0.5733645006379784,0.7446043165467626,True,pizhou_raw25_kmeans_k4_s41_frozen,fixed_30min_training_reference,7,19,2000.0,2000.0,0.5696822250670923,0.649912989790529,0.5001628060975525,0.6598268572703602,0.972027972027972
lahaute,30,60,mean_shift_60min,598,417,387,0.6471571906354515,0.9280575539568344,0.8267435253871178,0.8465554966369137,0.9147286821705426,True,pizhou_raw25_kmeans_k4_s41_frozen,fixed_30min_training_reference,7,21,2000.0,2000.0,0.802202955094299,0.8563086468813659,0.8109716722752438,0.8848258534493693,0.6471571906354515
lahaute,30,60,opsda_cui2015_120min_0.025,905,298,174,0.1922651933701657,0.5838926174496645,0.7470773539592005,0.8352001927098935,0.9195402298850576,True,pizhou_raw25_kmeans_k4_s41_frozen,fixed_30min_training_reference,7,19,2000.0,2000.0,0.6862464596318392,0.8626854390084185,0.7711017754273858,0.910996050739882,0.1922651933701657
lahaute,30,60,opsda_cui2015_240min_0.025,1640,638,459,0.2798780487804878,0.719435736677116,0.7822984092196321,0.8788137123054989,0.943355119825708,True,pizhou_raw25_kmeans_k4_s41_frozen,fixed_30min_training_reference,7,21,2000.0,2000.0,0.7259025816927969,0.8655715025569127,0.8279209482905768,0.9276791326229152,0.2798780487804878
lahaute,30,60,opsda_cui2015_60min_0.025,394,0,0,0.0,,,,,False,pizhou_raw25_kmeans_k4_s41_frozen,fixed_30min_training_reference,7,0,,,,,,,0.0
lahaute,30,60,sda_florita2013_0.025,740,533,206,0.2783783783783783,0.3864915572232645,0.834016605726255,0.9063854605553264,0.9563106796116504,True,pizhou_raw25_kmeans_k4_s41_frozen,fixed_30min_training_reference,7,19,2000.0,2000.0,0.768245252156606,0.9479872584012736,0.8417677615345028,0.97161409166992,0.2783783783783783
lahaute,30,60,threshold_120min,1160,729,693,0.5974137931034482,0.9506172839506172,0.8205626795639147,0.8601167360782748,0.924963924963925,True,pizhou_raw25_kmeans_k4_s41_frozen,fixed_30min_training_reference,7,21,2000.0,2000.0,0.7807606052686202,0.8708101829431124,0.8001200121721169,0.9139568222281356,0.5974137931034482
lahaute,30,60,threshold_240min,842,671,629,0.7470308788598575,0.9374068554396424,0.7427113103007343,0.7976822601073406,0.8887122416534181,True,pizhou_raw25_kmeans_k4_s41_frozen,fixed_30min_training_reference,7,21,2000.0,2000.0,0.7099529459583672,0.7944615935967791,0.7487249993468852,0.8552578143619735,0.7470308788598575
lahaute,30,60,threshold_60min,1067,417,288,0.2699156513589503,0.6906474820143885,0.9553608258123796,0.970772283456172,0.9861111111111112,True,pizhou_raw25_kmeans_k4_s41_frozen,fixed_30min_training_reference,7,20,2000.0,2000.0,0.924837133818439,1.0,0.9407043605109202,1.0,0.2699156513589503
hill,30,60,adaptive_corridor,8051,4486,2414,0.2998385293752328,0.5381185911725368,0.7998703121069217,0.8841662189524335,0.968516984258492,True,pizhou_raw25_kmeans_k4_s41_frozen,fixed_30min_training_reference,7,12,2000.0,2000.0,0.7410134727281762,0.876393578198929,0.836472681699311,0.9365616475416118,0.2998385293752328
hill,30,60,endpoint_corridor_0.025,7757,4683,2963,0.381977568647673,0.6327140721759555,0.7129534112285291,0.8114189203989931,0.94937563280459,True,pizhou_raw25_kmeans_k4_s41_frozen,fixed_30min_training_reference,7,12,2000.0,2000.0,0.6599550663712692,0.7798617317919448,0.7643804477840206,0.8648841075423249,0.381977568647673
hill,30,60,endpoint_corridor_0.050,8607,5052,3117,0.3621470895782502,0.6169833729216152,0.7699582020024542,0.8578063995527299,0.9621430863009304,True,pizhou_raw25_kmeans_k4_s41_frozen,fixed_30min_training_reference,7,12,2000.0,2000.0,0.7230232066034132,0.8324174942498367,0.8195697077155804,0.9047912420140936,0.3621470895782502
hill,30,60,endpoint_corridor_0.100,8972,5074,3061,0.3411725367810967,0.6032715806070161,0.8133992419737869,0.8907084938917494,0.97125122508984,True,pizhou_raw25_kmeans_k4_s41_frozen,fixed_30min_training_reference,7,12,2000.0,2000.0,0.7690635892368474,0.8716690331222086,0.8565725541202961,0.9310160637636364,0.3411725367810967
hill,30,60,financial_tail_120min,1467,1207,1079,0.7355146557600545,0.8939519469759735,0.7747506680513061,0.8307235481080782,0.9054680259499536,True,pizhou_raw25_kmeans_k4_s41_frozen,fixed_30min_training_reference,7,10,2000.0,2000.0,0.7468117127252529,0.8100391042664304,0.7974476355720511,0.8588452055159718,0.7355146557600545
hill,30,60,financial_tail_240min,1091,919,858,0.7864344637946837,0.9336235038084876,0.7484335481707525,0.8289208821255388,0.9090909090909092,True,pizhou_raw25_kmeans_k4_s41_frozen,fixed_30min_training_reference,7,10,2000.0,2000.0,0.6919929438285204,0.8111556179118816,0.7578749981697004,0.8836438267220014,0.7864344637946837
hill,30,60,financial_tail_60min,2177,1594,945,0.4340836012861736,0.5928481806775407,0.9527519442505508,0.9749029366350376,0.9873015873015872,True,pizhou_raw25_kmeans_k4_s41_frozen,fixed_30min_training_reference,7,10,2000.0,2000.0,0.9379649492303638,0.9690826013153214,0.963547764772032,0.9852283092423754,0.4340836012861736
hill,30,60,mean_shift_120min,2666,2566,2385,0.8945986496624156,0.9294621979734996,0.577002432740835,0.5014863284937865,0.6859538784067086,True,pizhou_raw25_kmeans_k4_s41_frozen,fixed_30min_training_reference,7,12,2000.0,2000.0,0.557876900177204,0.6077768437049572,0.4792378396622004,0.5343166884160858,0.8945986496624156
hill,30,60,mean_shift_240min,1329,1347,1284,0.9661399548532732,0.9532293986636972,0.583510161744464,0.5252580381519787,0.764018691588785,True,pizhou_raw25_kmeans_k4_s41_frozen,fixed_30min_training_reference,7,10,2000.0,2000.0,0.5295427620845239,0.6506324210574013,0.4556264520542852,0.6190530276488401,0.9532293986636972
hill,30,60,mean_shift_60min,4544,3718,3128,0.6883802816901409,0.841312533620226,0.739687089061438,0.722047600413755,0.835997442455243,True,pizhou_raw25_kmeans_k4_s41_frozen,fixed_30min_training_reference,7,12,2000.0,2000.0,0.7211786346061503,0.7683697882033912,0.692657410336521,0.7650662746785571,0.6883802816901409
hill,30,60,opsda_cui2015_120min_0.025,6787,2188,1503,0.2214527773684986,0.6869287020109689,0.6009820340865846,0.7439553024131632,0.8948769128409847,True,pizhou_raw25_kmeans_k4_s41_frozen,fixed_30min_training_reference,7,11,2000.0,2000.0,0.5721512390765633,0.6601656807917858,0.7151339920194223,0.7884463418965926,0.2214527773684986
hill,30,60,opsda_cui2015_240min_0.025,9965,3899,2823,0.2832915203211239,0.724031803026417,0.596054310367963,0.7396298453581245,0.889833510449876,True,pizhou_raw25_kmeans_k4_s41_frozen,fixed_30min_training_reference,7,12,2000.0,2000.0,0.5630520298225165,0.6388501757256537,0.7044970345729471,0.7771253490109915,0.2832915203211239
hill,30,60,opsda_cui2015_60min_0.025,3676,0,0,0.0,,,,,False,pizhou_raw25_kmeans_k4_s41_frozen,fixed_30min_training_reference,7,0,,,,,,,0.0
hill,30,60,sda_florita2013_0.025,5325,3090,1527,0.2867605633802816,0.4941747572815534,0.6455425355944762,0.7764500544443574,0.9122462344466272,True,pizhou_raw25_kmeans_k4_s41_frozen,fixed_30min_training_reference,7,12,2000.0,2000.0,0.61737649394449,0.6852048573448574,0.7468571092078359,0.807150833896048,0.2867605633802816
hill,30,60,threshold_120min,5412,3862,3606,0.6662971175166297,0.9337131020196788,0.7060588752392137,0.7535866068574746,0.8607875762617859,True,pizhou_raw25_kmeans_k4_s41_frozen,fixed_30min_training_reference,7,12,2000.0,2000.0,0.6816335399892666,0.7394337034100116,0.7222171207872822,0.7862194439622554,0.6662971175166297
hill,30,60,threshold_240min,3293,2657,2442,0.7415730337078652,0.9190816710575838,0.6241343655825251,0.6819928576124266,0.8218673218673219,True,pizhou_raw25_kmeans_k4_s41_frozen,fixed_30min_training_reference,7,12,2000.0,2000.0,0.5941031221539844,0.6599517017001933,0.6360423942600182,0.7262719653155781,0.7415730337078652
hill,30,60,threshold_60min,7060,3718,2751,0.3896600566572238,0.7399139322216245,0.8888726629355812,0.9255308378618764,0.9618320610687024,True,pizhou_raw25_kmeans_k4_s41_frozen,fixed_30min_training_reference,7,12,2000.0,2000.0,0.8664264625119482,0.9189128730188808,0.9065726138425448,0.9490750156038188,0.3896600566572238
