model,n,nmae,failure_fraction,failed_points,accuracy_charge_cny,horizon_minutes,saved_cny,fee_reduction_pct
raw25_mean_action,9345,0.1572817338616054,0.4272873194221508,3993,139675.14,240,9129.780000000028,6.1354019746121295
raw25,9345,0.1676878713705549,0.3822364901016586,3572,124948.56000000004,240,23856.36000000001,16.03196991067231
