epoch,optimizer_steps,train_mse,validation_normal_mse
1,25,0.9953830957412719,0.8882902264595032
2,50,0.8727985143661499,0.6154345273971558
3,75,0.34454447209835054,0.10873046517372131
4,100,0.08864264190196991,0.06912878155708313
5,125,0.06806252107024192,0.06470441818237305
6,150,0.06618823945522308,0.06401841342449188
7,175,0.06540063545107841,0.06327252835035324
8,200,0.06445928186178207,0.06260203570127487
9,225,0.06355182781815528,0.061681799590587616
10,250,0.06237251192331314,0.0605354942381382
11,275,0.06094704985618591,0.05898352339863777
12,300,0.05894665762782097,0.05684361234307289
13,325,0.056257246881723406,0.05402933061122894
14,350,0.05267370969057083,0.05008237063884735
15,375,0.048147439658641815,0.04531364515423775
16,400,0.04302764356136322,0.040627580136060715
17,425,0.038834102749824524,0.03694187104701996
18,450,0.03584726318717003,0.03465120494365692
19,475,0.033857711255550385,0.033016517758369446
20,500,0.032594909816980364,0.032181110233068466
21,525,0.03194648921489716,0.031826965510845184
22,550,0.031613175868988035,0.031464241445064545
23,575,0.03137071870267391,0.031299103051424026
24,600,0.031184714287519455,0.031074006110429764
25,625,0.03098970927298069,0.030883410945534706
26,650,0.030766193345189093,0.030725281685590744
27,675,0.03052708864212036,0.030386244878172874
28,700,0.03026861824095249,0.030206024646759033
29,725,0.029946574345231056,0.02987334504723549
30,750,0.02962442606687546,0.029494410380721092
